,x
1,0.00062529504381
2,0.000592261363773
3,0.000599556839486
4,0.000630736346206
5,0.000616420083874
6,0.000683337586968
7,0.000684197362583
8,0.000630626227823
9,0.000567224655278
10,0.00063629953381
11,0.000583619567695
12,0.000576455161562
13,0.000567066176557
14,0.000528681163449
15,0.000484352894109
16,0.00050965452362
17,0.000467625205805
18,0.000430572486315
19,0.000391757172471
20,0.000385739702676
21,0.000440322466474
22,0.000415051878739
23,0.000491370782177
24,0.00053364271225
25,0.000491452719208
26,0.000473589758142
27,0.000417038450228
28,0.000385719178058
29,0.000340496898021
30,0.000407159856848
31,0.000389590545821
32,0.000357813318539
33,0.000659826906085
34,0.000453823223109
35,0.000546468911308
36,0.000461002900867
37,0.000547281838249
38,0.000710303395501
39,0.000640815646236
40,0.000587361536067
41,0.00064102556098
42,0.000606335089472
43,0.000709074769264
44,0.000539311077339
45,0.000484606801348
46,0.000469310424233
47,0.000483603087354
48,0.000501628684909
49,0.000468470496719
50,0.000468732700427
51,0.000451332806629
52,0.000451020772135
53,0.000441331447884
54,0.000441395352264
55,0.000438269355139
56,0.000442972020115
57,0.000439682317429
58,0.000439439117453
59,0.000432104753063
60,0.000428331996011
61,0.000422297629108
62,0.000419585072974
63,0.000418554721049
64,0.000418088347763
65,0.000417429357124
66,0.000418873836315
67,0.000419545273838
68,0.000407504522718
69,0.000394137524888
70,0.000390680262303
71,0.000386757296682
72,0.000385322392447
73,0.00038946384528
74,0.00040290122545
75,0.000379318296475
76,0.00039988343205
77,0.000399421558773
78,0.000349668933665
79,0.000337697791561
80,0.000352565860461
81,0.000348217952977
82,0.000342250056917
83,0.000345733904202
84,0.000340103614659
85,0.000365977237598
86,0.000387709453421
87,0.000409399419678
88,0.000404677423446
89,0.000377178685439
90,0.00036347193626
91,0.000381320569312
92,0.000333683511881
93,0.0003201095563
94,0.000372932554968
95,0.000364629105212
96,0.000344631761749
97,0.000358767583094
98,0.000408456556261
99,0.000388010977469
100,0.000373607403807
101,0.000418934094135
102,0.000651066851948
103,0.000592868953839
104,0.000526604323945
105,0.000530078251291
106,0.000465071329906
107,0.000432423859127
108,0.000418617413532
109,0.000395926972058
110,0.000396716009769
111,0.000374437181143
112,0.000359458313063
113,0.000343195811591
114,0.000331461049257
115,0.000405626778505
116,0.000418800380575
117,0.000391176169395
118,0.00042173202565
119,0.000393847192121
120,0.000376076120753
121,0.000379544633987
122,0.000358223560545
123,0.000339583978701
124,0.00032376706924
125,0.000309273949972
126,0.00030211190516
127,0.00028921047794
128,0.000283624361308
129,0.000264467902239
130,0.000271077610942
131,0.000290813396546
132,0.000274839047249
133,0.000265152678738
134,0.000257122319601
135,0.000251294743429
136,0.000255759725123
137,0.000258973990819
138,0.000344723786829
139,0.000323432680176
140,0.000311516355152
141,0.000315660343742
142,0.000308633408036
143,0.000294600230023
144,0.000317670354879
145,0.000308956606825
146,0.000363689868464
147,0.000335590310096
148,0.000372843832253
149,0.000347606358557
150,0.000391180909376
151,0.000372014670246
152,0.000344223624948
153,0.000338267084635
154,0.000344715128381
155,0.000328312652621
156,0.000381568982373
157,0.000382903483849
158,0.000409647093267
159,0.000379350157611
160,0.000434463025001
161,0.000455850670796
162,0.000481718460467
163,0.000479150907236
164,0.000438025313596
165,0.000428823546328
166,0.000733391781416
167,0.00065844373095
168,0.000970787054074
169,0.000845568003583
170,0.001062276861079
171,0.000936442245754
172,0.000821819672147
173,0.000777295609808
174,0.000756756754336
175,0.000680170774779
176,0.000603706807978
177,0.000544123841829
178,0.000670113107561
179,0.000756943199575
180,0.000661207630878
181,0.000573595679308
182,0.00052948090745
183,0.000508226826642
184,0.000464380924721
185,0.00050597510851
186,0.000576947856042
187,0.000545018639913
188,0.000556776019058
189,0.000499051794318
190,0.000458221090849
191,0.000411510173297
192,0.000400450726528
193,0.000366689942384
194,0.000323806923221
195,0.000334313924911
196,0.000403150222047
197,0.000420768492967
198,0.000380252538963
199,0.000341707631471
200,0.000319685036554
201,0.000338210266576
202,0.000340202797029
203,0.000319883652282
204,0.000295104932803
205,0.000274539847338
206,0.00025653020232
207,0.00023516341405
208,0.000354730574678
209,0.000444726287575
210,0.000392912824141
211,0.00035089191277
212,0.000320144395931
213,0.000290922998926
214,0.000507051245585
215,0.000443248761027
216,0.000400183969154
217,0.000356406955077
218,0.000325242773683
219,0.000399157750673
220,0.000360332235638
221,0.00035431217011
222,0.00032336046937
223,0.000412394675273
224,0.000370999118782
225,0.000340916738338
226,0.000313111687015
227,0.000283343317891
228,0.000281624804744
229,0.000282831167517
230,0.000319541235356
231,0.000290065232344
232,0.000264362749728
233,0.00027171307005
234,0.000256035042982
235,0.00024380007643
236,0.000259078652106
237,0.000297637384294
238,0.000271989773646
239,0.000250649844717
240,0.000230252636247
241,0.000227284429938
242,0.000217411754066
243,0.000307296865108
244,0.000288446394791
245,0.000331191748028
246,0.00030425614801
247,0.000405696300364
248,0.000420057287
249,0.000383385711199
250,0.000352214595646
251,0.00032323971445
252,0.000428824894877
253,0.000392852022367
254,0.000508202991924
255,0.000559571298561
256,0.000498064996092
257,0.000449906068452
258,0.000410022155427
259,0.000381613128045
260,0.000378951160862
261,0.000368791844847
262,0.000368207320295
263,0.000340322312624
264,0.000315639882576
265,0.000292165981093
266,0.000272127138114
267,0.000335837574922
268,0.000313310575683
269,0.000363832604872
270,0.000362037103832
271,0.000349364451787
272,0.000361987398606
273,0.00033691531715
274,0.000333922968772
275,0.000359331455515
276,0.000364804120589
277,0.000334643970359
278,0.000355698902976
279,0.000358126462596
280,0.000327338876931
281,0.000301079355377
282,0.00030652865164
283,0.000392235856521
284,0.000491977494345
285,0.000445952577437
286,0.000404975871002
287,0.000418735627994
288,0.000381408513478
289,0.000335365180416
290,0.000408383669779
291,0.000382790525574
292,0.000359244080919
293,0.000370662683485
294,0.000349874880503
295,0.000339731334726
296,0.000319927954516
297,0.000300826662747
298,0.000303412087553
299,0.000284864406063
300,0.000268423481871
301,0.000252415175949
302,0.000244910393834
303,0.000247070471731
304,0.000352409061988
305,0.000334149548516
306,0.000350664552654
307,0.000327372849836
308,0.00033543059726
309,0.00031446720164
310,0.000298046763699
311,0.000280188049446
312,0.000304745798906
313,0.000289460511794
314,0.0003039952776
315,0.000293747515331
316,0.000282213525026
317,0.000267436590436
318,0.000259448815841
319,0.000245125981934
320,0.000234146423577
321,0.000232636091015
322,0.000238388794967
323,0.000235629556105
324,0.000214957415281
325,0.000201906819891
326,0.000182997732371
327,0.000174531807895
328,0.000227553892872
329,0.000290490821351
330,0.000290180818768
331,0.000370713326237
332,0.00050983676526
333,0.000458471988103
334,0.000434110819595
335,0.00041722299921
336,0.000387741316067
337,0.00038371341245
338,0.000408830561474
339,0.000387173592634
340,0.000412476801541
341,0.00038244615234
342,0.000328203652735
343,0.000340727255642
344,0.000492243977673
345,0.000395054053939
346,0.000417954867074
347,0.000360516658605
348,0.000337462166795
349,0.000322292308481
350,0.000369536038014
351,0.000454965525214
352,0.000464707302722
353,0.000454668500538
354,0.000461551269844
355,0.000483254101546
356,0.000506976282729
357,0.000508009024998
358,0.000503049133273
359,0.000479805079633
360,0.000457216219515
361,0.000442959940248
362,0.000422678891298
363,0.000411619258375
364,0.000441429615536
365,0.000421735123876
366,0.000403255650452
367,0.000390453476524
368,0.000401928553284
369,0.00038390465346
370,0.000367504028077
371,0.000377860438653
372,0.000390768671125
373,0.000398161657533
374,0.000528473026546
375,0.000528620951192
376,0.00050282650889
377,0.000481150284895
378,0.000458434826382
379,0.000442306208387
380,0.000446464151439
381,0.000430555911633
382,0.00046021081907
383,0.000441076581715
384,0.000425750631644
385,0.000407445540143
386,0.000445628837346
387,0.00045717158808
388,0.0004411273045
389,0.00045115357062
390,0.000566750609148
391,0.00057586881368
392,0.000969332575099
393,0.000912603959202
394,0.001178641383609
395,0.001087144151614
396,0.001090093561469
397,0.001105492022561
398,0.002106543077738
399,0.001945676712278
400,0.001854887228097
401,0.002212377536107
402,0.00264682869711
403,0.002416307392118
404,0.002358804972729
405,0.002698963052552
406,0.003233505458989
407,0.003258986873433
408,0.003872836721245
409,0.003571339586891
410,0.00331384192419
411,0.003038330887899
412,0.0028138929423
413,0.002954353971264
414,0.002729485907239
415,0.00253498988217
416,0.003269693390293
417,0.003541607666207
418,0.003448379253839
419,0.003182010226085
420,0.003458456664089
421,0.003218942572323
422,0.002926364488442
423,0.002802417588691
424,0.002923146041148
425,0.002747028797738
426,0.002837271604043
427,0.002689300927747
428,0.00258956360316
429,0.002449252074791
430,0.001318786451652
431,0.001004999889068
432,0.000901952032143
433,0.00079554396725
434,0.000873906161324
435,0.001124354218017
436,0.001548382420174
437,0.002143988311339
438,0.001840770395664
439,0.001595744998729
440,0.001399952124095
441,0.001199600399035
442,0.001539990150394
443,0.001674271665931
444,0.001664475843792
445,0.001572785863961
446,0.001922452205555
447,0.001661230275283
448,0.001429426226547
449,0.001439644800648
450,0.001242713806462
451,0.001062793367383
452,0.000936342426885
453,0.000797326767706
454,0.000862554747295
455,0.000750086570549
456,0.000760044545631
457,0.000698491668154
458,0.001017550331757
459,0.001193284080428
460,0.001207248808117
461,0.001220750950717
462,0.001426080170804
463,0.001337284616863
464,0.001452639926217
465,0.001434320911018
466,0.001431829456188
467,0.001254183393562
468,0.001157781971449
469,0.001342639825923
470,0.001431905402505
471,0.001711815343805
472,0.001959297194857
473,0.00180658839509
474,0.001792324536735
475,0.001703409739205
476,0.001668611100819
477,0.0015665839703
478,0.001427738061652
479,0.001382026954716
480,0.001389277782304
481,0.00126927201145
482,0.001297218964415
483,0.001302114520042
484,0.001215310606274
485,0.00110497916463
486,0.001000803798798
487,0.00138776712891
488,0.00127952827762
489,0.001192989315156
490,0.001124114866679
491,0.001091229256263
492,0.001012782670379
493,0.000938127203125
494,0.000891050203545
495,0.00089071622672
496,0.000835347950997
497,0.000857338995873
498,0.001042327041959
499,0.000936735144992
500,0.000809725872382
501,0.000861443834592
502,0.000800553353856
503,0.00074643160965
504,0.000701830692728
505,0.000656907149931
506,0.000669021342348
507,0.000678674883621
508,0.000634924482182
509,0.000617239941883
510,0.000619232430356
511,0.000634513946802
512,0.00063621504184
513,0.000579577653337
514,0.000547909948887
515,0.000531242790903
516,0.000616740273095
517,0.000633427628352
518,0.000582779427034
519,0.000517380784606
520,0.000658435976811
521,0.000560347655244
522,0.00051397764764
523,0.000470336630356
524,0.000444711028744
525,0.000443388955659
526,0.000394523341568
527,0.000439858963663
528,0.000456391331583
529,0.00045352847979
530,0.0005823471487
531,0.000529355989896
532,0.000557968956442
533,0.000676901745357
534,0.000639646323411
535,0.000699415475314
536,0.000763190062747
537,0.000820732241663
538,0.000903419553182
539,0.000814442012897
540,0.00089115227749
541,0.000912677078112
542,0.000816282485891
543,0.000818683262987
544,0.000900120200617
545,0.000807807118146
546,0.000913855322436
547,0.000835710297726
548,0.000804069038037
549,0.000741320180085
550,0.000750757181746
551,0.000714227876675
552,0.000792580546794
553,0.000744550546954
554,0.000695787013357
555,0.000666903214009
556,0.000648647773299
557,0.000613069095247
558,0.000583914386394
559,0.000570769311946
560,0.000541396881707
561,0.000684910869726
562,0.000658807987967
563,0.000633747920319
564,0.000629305166332
565,0.000618533833209
566,0.000588696986756
567,0.00056993408697
568,0.000629820560722
569,0.000711500770857
570,0.000746368527607
571,0.000709714601393
572,0.000677109060721
573,0.00066473450749
574,0.000823294475188
575,0.000793384248592
576,0.000762095978734
577,0.000729338609468
578,0.000698319856452
579,0.000667704088588
580,0.00075068824355
581,0.000720275161712
582,0.00072519860478
583,0.000694288694358
584,0.000694587362882
585,0.000699897812139
586,0.000752783049829
587,0.000726014181966
588,0.000726676909791
589,0.000695263022293
590,0.000669385903687
591,0.000653163885642
592,0.000621802237731
593,0.000593584110793
594,0.000567180728386
595,0.000565733227567
596,0.00054623293857
597,0.000518619586701
598,0.000497815119344
599,0.000470474948998
600,0.000474508248328
601,0.000492557079064
602,0.000483935726989
603,0.000460889485755
604,0.000458712077531
605,0.000436048340266
606,0.00040976028247
607,0.000484247392299
608,0.0004590538019
609,0.000450230411296
610,0.000466780696248
611,0.00046147631603
612,0.000448493722299
613,0.000511787885058
614,0.000558995411673
615,0.000535876134869
616,0.000520026716319
617,0.000514242387826
618,0.000524092369157
619,0.000489744997628
620,0.000519207669856
621,0.000488292620397
622,0.000455615477384
623,0.000439413854066
624,0.000576662917138
625,0.000549180266051
626,0.000571388202728
627,0.000528500149512
628,0.000482949281774
629,0.000446254022306
630,0.000421947624646
631,0.000427458938235
632,0.00048834786111
633,0.000485918856424
634,0.000507579896334
635,0.000461099282873
636,0.000438438475994
637,0.00046862807678
638,0.000504352041142
639,0.000521839040732
640,0.00048456796359
641,0.000527096823976
642,0.000632678831461
643,0.000589963370736
644,0.000565429389046
645,0.000515923691621
646,0.000496734050883
647,0.000690377726522
648,0.000618424264457
649,0.000565784991762
650,0.000510339957264
651,0.000540711862699
652,0.000543785935203
653,0.000554475057445
654,0.000553550041491
655,0.000512313139216
656,0.000478236670067
657,0.000459170983958
658,0.000433304371849
659,0.000420370027033
660,0.000459603289933
661,0.00041914844159
662,0.000403885490128
663,0.000386390464581
664,0.000360887281059
665,0.000379414216058
666,0.00037325785097
