"","x"
"1",NA
"2",0.000294560743411351
"3",0.00113718868529367
"4",0.000415764689229302
"5",0.000271810260356475
"6",0.000403215534598227
"7",0.000319107025733432
"8",0.000261416767051929
"9",0.000272400409892736
"10",0.000307334344896543
"11",0.000294256124277663
"12",0.000344220660230648
"13",0.000340505218974409
"14",0.000261561986570185
"15",0.000265681488505218
"16",0.000253772441309696
"17",0.000400679037028774
"18",0.000623015938965188
"19",0.000253792081277923
"20",0.000403084365949661
"21",0.000336577019236881
"22",0.000615483456121782
"23",0.000422270172704048
"24",0.000282944784808475
"25",0.000418176258275645
"26",0.00060975300990481
"27",0.000345056536637334
"28",0.000579790530732216
"29",0.000479249300041815
"30",0.000265537942149255
"31",0.000263168144381894
"32",0.000321512885084746
"33",0.000636178271633281
"34",0.000296219121019884
"35",0.000406999187610667
"36",0.000348052278983284
"37",0.000379540714310943
"38",0.000346030346711707
"39",0.000388461952457138
"40",0.000341986634181421
"41",0.000258592502591863
"42",0.000421048595826914
"43",0.000331390885742305
"44",0.000326465024282698
"45",0.000311115816389835
"46",0.000376794839303149
"47",0.000351165539965505
"48",0.000356703961559174
"49",0.000315964303617155
"50",0.000340601820345581
"51",0.000285508789264393
"52",0.000221304621067711
"53",0.000211264190089254
"54",0.000338558349289858
"55",0.000250983915224023
"56",0.000366178765078457
"57",0.000239895046753592
"58",0.000325841238307381
"59",0.000230121310361616
"60",0.000280312739952449
"61",0.000308346231268678
"62",0.000269870923283229
"63",0.000260951811684846
"64",0.000377332574123101
"65",0.000262956747549527
"66",0.000323087186842133
"67",0.000262357336531032
"68",0.000294026417319212
"69",0.00024442619805433
"70",0.000249547941638541
"71",0.000300731867386472
"72",0.000244559544283869
"73",0.000264222880178762
"74",0.000266836569390725
"75",0.000233921141911045
"76",0.000245547130035352
"77",0.000219114279463404
"78",0.000201746621731479
"79",0.000170514851662585
"80",0.000143495177666097
"81",0.000151917748290124
"82",0.000252605641866871
"83",0.000977513342443029
"84",0.000267802396786046
"85",0.000274573425919257
"86",0.000264419978225823
"87",0.000255621099947202
"88",0.000235261128430899
"89",0.000362967839800037
"90",0.000305648988582756
"91",0.000917623664515252
"92",0.000428520399139678
"93",0.000324266164975107
"94",0.000316077084527611
"95",0.000239701502317259
"96",0.000296652102555695
"97",0.000482028268776182
"98",0.000236985623117693
"99",0.000467871403892263
"100",0.000303917292060381
"101",0.000457437992167404
"102",0.00132487101550009
"103",0.000369193942985874
"104",0.00144823823111434
"105",0.000969347653918658
"106",0.000821151248562579
"107",0.000745772920283928
"108",0.000762087808948225
"109",0.000345964454534703
"110",0.000481468566077983
"111",0.00028721920345592
"112",0.000444249938539362
"113",0.000396974340993699
"114",0.000406109847859758
"115",0.000905832323361946
"116",0.0002921460327218
"117",0.000537656027457879
"118",0.000385786083297388
"119",0.000568104842504419
"120",0.000507312170317599
"121",0.000434935466588918
"122",0.000379589283847028
"123",0.000343851652716695
"124",0.00036812224694145
"125",0.000358680114254669
"126",0.000264384909237931
"127",0.000333091533883023
"128",0.00023046483432837
"129",0.000246358273030187
"130",0.000222498621830697
"131",0.000250197077659715
"132",0.000227262848332458
"133",0.000294946769567549
"134",0.000215758714281516
"135",0.00045858446107787
"136",0.000289214803613236
"137",0.000345804928536963
"138",0.00033924974209874
"139",0.000297496587469906
"140",0.000292499932325632
"141",0.000306852605604745
"142",0.00030113845855249
"143",0.00025675466476175
"144",0.000253612240473631
"145",0.000234774940081558
"146",0.00038462673023112
"147",0.000302046755522554
"148",0.000396554567717033
"149",0.00027700255174108
"150",0.000526343128286929
"151",0.000238355049998939
"152",0.000319814488356591
"153",0.00029359445028169
"154",0.000317369965368613
"155",0.000307815303597275
"156",0.000390250134587826
"157",0.00023854009396017
"158",0.000204468581428731
"159",0.000255267157645602
"160",0.000326744503482612
"161",0.000263661150239359
"162",0.00026315955760952
"163",0.000245317114668819
"164",0.000203837796298712
"165",0.000179150739121858
"166",0.000212179244195654
"167",0.000230510615650995
"168",0.000306246496830675
"169",0.00161814687300508
"170",0.000279828281090296
"171",0.000481453908878907
"172",0.000378691780363605
"173",0.000277978054711598
"174",0.000268481949888876
"175",0.000227212471936224
"176",0.000249377270406712
"177",0.000178131737318288
"178",0.000369201032502058
"179",0.00106795522739598
"180",0.000260551049968128
"181",0.000410531747461049
"182",0.000244774764460644
"183",0.000337621211425921
"184",0.000190521567362002
"185",0.00021468166833099
"186",0.000284552747543105
"187",0.000565481202045906
"188",0.000238460806038075
"189",0.000416835616687313
"190",0.000283635469607747
"191",0.000342494296739895
"192",0.000295548963001789
"193",0.000257000472703698
"194",0.000231985753225064
"195",0.000284392535676131
"196",0.000290645271379422
"197",0.000253251323694267
"198",0.000203094454556927
"199",0.000452145529210076
"200",0.000325430567131852
"201",0.000275497195735744
"202",0.000567744958690366
"203",0.000262644858245498
"204",0.000276688322504514
"205",0.000434664690790822
"206",0.000190647028326164
"207",0.000281258718710985
"208",0.000312751102557095
"209",0.000271614528433519
"210",0.000292508687607563
"211",0.000246540134219373
"212",0.000198868997984765
"213",0.000415180590967121
"214",0.000358094241958642
"215",0.00024714074486227
"216",0.000368654706047339
"217",0.000207873377137753
"218",0.000290407896760456
"219",0.000227925466929572
"220",0.000201497119482375
"221",0.000169475543921414
"222",0.000230817108580454
"223",0.000295088633428359
"224",0.00023560845952844
"225",0.000181781812355574
"226",0.000274521722848213
"227",0.000177831022758042
"228",0.000172196129809786
"229",0.000201946666654646
"230",0.000148842129353523
"231",0.00030815424475464
"232",0.000244269591722253
"233",0.000162741546322418
"234",0.000209434066118827
"235",0.000324984368164793
"236",0.000270392451618511
"237",0.000237288293156018
"238",0.000202091267788703
"239",0.000173375951293534
"240",0.000393366680570497
"241",0.000341686896972597
"242",0.000242332049224863
"243",0.000360106325285767
"244",0.000437591229365704
"245",0.000339920204781261
"246",0.000241435016168087
"247",0.000327355776968249
"248",0.000225641322021777
"249",0.000197198592979231
"250",0.000395423691285081
"251",0.00076426112163138
"252",0.000346789249766692
"253",0.000331962808907291
"254",0.000252176155996441
"255",0.000925767089083747
"256",0.000336752726648416
"257",0.000484121995820912
"258",0.000286935626379375
"259",0.000325261155328542
"260",0.000233926532023985
