,Volatility_Tin_True_train,Volatility_Tin_5_train_LSTM,Volatility_Tin_5_train_real_LSTM,Volatility_Tin_22_train_LSTM,Volatility_Tin_22_train_real_LSTM
2006-08-04,0.2947814489202148,0.33980286,0.3260326640214833,0.3220473,0.23238093541233606
2006-08-07,0.293173710645438,0.34207466,0.34006345024429596,0.28134242,0.23182692644587366
2006-08-08,0.3137043325801688,0.35375315,0.32472060125969854,0.2543215,0.22756385941615032
2006-08-09,0.32260543323711954,0.342529,0.3211225381089329,0.23919395,0.2420077920816885
2006-08-10,0.32361561614911794,0.3354486,0.3207540646181785,0.24223629,0.2350362869825422
2006-08-11,0.3260326640214833,0.33353993,0.30674184357753875,0.24305193,0.22858942931606185
2006-08-14,0.34006345024429596,0.32057014,0.3064722265611985,0.23945305,0.22547626652453173
2006-08-16,0.32472060125969854,0.31712213,0.3069682630612964,0.23539296,0.2254634318907331
2006-08-17,0.3211225381089329,0.31787553,0.30118445159106766,0.23300537,0.2552927622482702
2006-08-18,0.3207540646181785,0.31312406,0.30303183835094366,0.25171265,0.27232204692781176
2006-08-21,0.30674184357753875,0.31414276,0.3027143174285602,0.27650496,0.2540315813932704
2006-08-22,0.3064722265611985,0.3143996,0.29193728127004326,0.2767771,0.24556454563869967
2006-08-23,0.3069682630612964,0.30483422,0.2803129893119921,0.26754874,0.25381664132523757
2006-08-24,0.30118445159106766,0.29159266,0.31394846299203005,0.2667037,0.2510253341727123
2006-08-25,0.30303183835094366,0.31758666,0.3215320554321852,0.26522273,0.23396848787539698
2006-08-28,0.3027143174285602,0.3339636,0.32113799918932623,0.2536777,0.23960237069989848
2006-08-29,0.29193728127004326,0.3376599,0.28176793581101156,0.24967246,0.24918220802426788
2006-08-30,0.2803129893119921,0.30505222,0.23238093541233606,0.25539187,0.24706243323309418
2006-08-31,0.31394846299203005,0.25724941,0.23182692644587366,0.2579805,0.25174409786912944
2006-09-01,0.3215320554321852,0.23267837,0.22756385941615032,0.26227263,0.28374443437516367
2006-09-04,0.32113799918932623,0.22412595,0.2420077920816885,0.28655323,0.2877989103820282
2006-09-05,0.28176793581101156,0.24087262,0.2350362869825422,0.30471092,0.2892504325484387
2006-09-06,0.23238093541233606,0.24197575,0.22858942931606185,0.3134122,0.28978885969607565
2006-09-07,0.23182692644587366,0.23465152,0.22547626652453173,0.31564158,0.2940685506401957
2006-09-08,0.22756385941615032,0.22931731,0.2254634318907331,0.3184092,0.2926009092274239
2006-09-11,0.2420077920816885,0.22773242,0.2552927622482702,0.31779695,0.3138747707186625
2006-09-12,0.2350362869825422,0.25461462,0.27232204692781176,0.33236676,0.3083835413263885
2006-09-13,0.22858942931606185,0.2792383,0.2540315813932704,0.3362351,0.30232484797780707
2006-09-14,0.22547626652453173,0.26871043,0.24556454563869967,0.33190364,0.31813833167975725
2006-09-15,0.2254634318907331,0.2549155,0.25381664132523757,0.34036487,0.412543895646597
2006-09-18,0.2552927622482702,0.2571502,0.2510253341727123,0.4063781,0.41623437070835867
2006-09-19,0.27232204692781176,0.25693792,0.23396848787539698,0.4489588,0.41593906086927535
2006-09-20,0.2540315813932704,0.2431589,0.23960237069989848,0.4662644,0.4415533754574633
2006-09-21,0.24556454563869967,0.242189,0.24918220802426788,0.4878111,0.428415091205416
2006-09-22,0.25381664132523757,0.25191408,0.24706243323309418,0.4849364,0.4285168496547279
2006-09-25,0.2510253341727123,0.25402662,0.25174409786912944,0.48055696,0.42896366431400035
2006-09-26,0.23396848787539698,0.2584439,0.28374443437516367,0.4776795,0.4284004802047342
2006-09-27,0.23960237069989848,0.28758872,0.2877989103820282,0.47462884,0.4367871898506137
2006-09-28,0.24918220802426788,0.29963213,0.2892504325484387,0.47866693,0.4136160518721047
2006-09-29,0.24706243323309418,0.30325165,0.28978885969607565,0.4620232,0.4058809977931669
2006-10-03,0.25174409786912944,0.30290616,0.2940685506401957,0.44848505,0.4243896688465736
2006-10-04,0.28374443437516367,0.30493692,0.2926009092274239,0.45653424,0.44108844105871137
2006-10-05,0.2877989103820282,0.3043608,0.3138747707186625,0.4729604,0.43589679941546056
2006-10-06,0.2892504325484387,0.32317784,0.3083835413263885,0.47648054,0.43749420971944775
2006-10-09,0.28978885969607565,0.3232874,0.30232484797780707,0.4781329,0.4415216708389318
2006-10-10,0.2940685506401957,0.316775,0.31813833167975725,0.48115364,0.4360409489010165
2006-10-11,0.2926009092274239,0.32893848,0.412543895646597,0.47796106,0.42737689966989667
2006-10-12,0.3138747707186625,0.41113758,0.41623437070835867,0.46877128,0.43615240340214523
2006-10-13,0.3083835413263885,0.4393242,0.41593906086927535,0.4722824,0.43628237591718544
2006-10-16,0.30232484797780707,0.4443295,0.4415533754574633,0.4743813,0.44473212833490583
2006-10-17,0.31813833167975725,0.4633848,0.428415091205416,0.4804051,0.4486867263223706
2006-10-18,0.412543895646597,0.45173955,0.4285168496547279,0.4819513,0.4593961222484779
2006-10-19,0.41623437070835867,0.44987234,0.42896366431400035,0.49154,0.46374938646165964
2006-10-20,0.41593906086927535,0.44940242,0.4284004802047342,0.49852842,0.46080407014304814
2006-10-23,0.4415533754574633,0.44776195,0.4367871898506137,0.4976639,0.45985195257219225
2006-10-24,0.428415091205416,0.4560737,0.4136160518721047,0.4969406,0.4389536910604467
2006-10-25,0.4285168496547279,0.43642172,0.4058809977931669,0.4797937,0.4181566809056445
2006-10-26,0.42896366431400035,0.42498103,0.4243896688465736,0.45679903,0.4153404666624688
2006-10-27,0.4284004802047342,0.43967694,0.44108844105871137,0.44656724,0.4072422974900378
2006-10-30,0.4367871898506137,0.45783848,0.43589679941546056,0.437178,0.31891560173280326
2006-10-31,0.4136160518721047,0.45893544,0.43749420971944775,0.37675714,0.3383489415682095
2006-11-01,0.4058809977931669,0.45979938,0.4415216708389318,0.35692978,0.33830529840698353
2006-11-02,0.4243896688465736,0.46219483,0.4360409489010165,0.35321325,0.30614350551032854
2006-11-03,0.44108844105871137,0.45709276,0.42737689966989667,0.33154383,0.30804308004970204
2006-11-06,0.43589679941546056,0.4485466,0.43615240340214523,0.32170534,0.30822336043511955
2006-11-07,0.43749420971944775,0.45464578,0.43628237591718544,0.3194639,0.3072335412194611
2006-11-08,0.4415216708389318,0.45612708,0.44473212833490583,0.31945387,0.32493045236643686
2006-11-09,0.4360409489010165,0.46443406,0.4486867263223706,0.33318898,0.33386382028490486
2006-11-10,0.42737689966989667,0.46992642,0.4593961222484779,0.3482074,0.36550291361767506
2006-11-13,0.43615240340214523,0.47984272,0.46374938646165964,0.37696117,0.36360207511197595
2006-11-14,0.43628237591718544,0.48566943,0.46080407014304814,0.39093143,0.33588119198455757
2006-11-15,0.44473212833490583,0.48343998,0.45985195257219225,0.37422433,0.32085490515124687
2006-11-16,0.4486867263223706,0.48172265,0.4389536910604467,0.3533095,0.3209594926355527
2006-11-17,0.4593961222484779,0.4617557,0.4181566809056445,0.34373304,0.31857631075611104
2006-11-20,0.46374938646165964,0.43898422,0.4153404666624688,0.3390825,0.3156801447426683
2006-11-21,0.46080407014304814,0.43183374,0.4072422974900378,0.33566374,0.3169257795687124
2006-11-22,0.45985195257219225,0.42437038,0.31891560173280326,0.3355283,0.3176223014209734
2006-11-23,0.4389536910604467,0.35632235,0.3383489415682095,0.3369758,0.30394149319539004
2006-11-24,0.4181566809056445,0.3433535,0.33830529840698353,0.3282673,0.30228390519845666
2006-11-27,0.4153404666624688,0.34422556,0.30614350551032854,0.3221795,0.26440891325600835
2006-11-28,0.4072422974900378,0.32197088,0.30804308004970204,0.29607525,0.25651434770444037
2006-11-29,0.31891560173280326,0.31810048,0.30822336043511955,0.27757394,0.22841718806121808
2006-11-30,0.3383489415682095,0.31745785,0.3072335412194611,0.25297567,0.25421980597216226
2006-12-01,0.33830529840698353,0.31782788,0.32493045236643686,0.25389856,0.3505349774697878
2006-12-04,0.30614350551032854,0.33585,0.33386382028490486,0.31998524,0.35558790252486794
2006-12-05,0.30804308004970204,0.348164,0.36550291361767506,0.370367,0.3558185079183175
2006-12-06,0.30822336043511955,0.37843397,0.36360207511197595,0.39420256,0.3683490839209056
2006-12-07,0.3072335412194611,0.38437736,0.33588119198455757,0.4098281,0.39383686797571416
