,Volatility_Copper_True_train,Volatility_Copper_5_train_LSTM,Volatility_Copper_5_train_real_LSTM,Volatility_Copper_22_train_LSTM,Volatility_Copper_22_train_real_LSTM
2006-05-15,0.40834638857845995,0.46721515,0.6078504286693918,0.74230987,0.8150300144887482
2006-05-16,0.4371819088004737,0.51113665,0.6060907206684361,0.7406049,0.8192219381803865
2006-05-17,0.44041572467364487,0.5485754,0.7496872812604352,0.7414529,0.8406705202472557
2006-05-18,0.5171008481509695,0.6149518,0.8126849960318687,0.749102,0.827237821308423
2006-05-19,0.5144118459480067,0.68696845,0.8102937589198649,0.75288564,0.8396548961593392
2006-05-22,0.6078504286693918,0.74661225,0.7825491277403919,0.75840807,0.7947065984620978
2006-05-23,0.6060907206684361,0.77663165,0.778226393278351,0.7476141,0.7953851227412997
2006-05-24,0.7496872812604352,0.79040784,0.7682370946385821,0.7352424,0.6093740559705672
2006-05-25,0.8126849960318687,0.78103936,0.7695476369090885,0.65313154,0.608744894293014
2006-05-26,0.8102937589198649,0.7705842,0.7985072337094453,0.5940093,0.615225743713121
2006-05-29,0.7825491277403919,0.77126867,0.8072369939605735,0.5601301,0.6160944942062584
2006-05-30,0.778226393278351,0.7776284,0.7802509767580794,0.5433091,0.6396712973242241
2006-05-31,0.7682370946385821,0.77564174,0.7919894744316778,0.54473084,0.6412790467466777
2006-06-01,0.7695476369090885,0.7749664,0.7998177419456054,0.55192167,0.6416295804708194
2006-06-02,0.7985072337094453,0.77614516,0.8366663315828298,0.560403,0.6139736310642592
2006-06-05,0.8072369939605735,0.786136,0.836039916798246,0.56052333,0.596828597900662
2006-06-06,0.7802509767580794,0.7959541,0.7756900647763693,0.5548667,0.5972369486313092
2006-06-07,0.7919894744316778,0.78298056,0.8150300144887482,0.5493523,0.6450287794100868
2006-06-08,0.7998177419456054,0.7832824,0.8192219381803865,0.55924743,0.6413788844990802
2006-06-09,0.8366663315828298,0.78712356,0.8406705202472557,0.56885904,0.5800898607623856
2006-06-12,0.836039916798246,0.7919387,0.827237821308423,0.55658495,0.5643977192334214
2006-06-13,0.7756900647763693,0.79614496,0.8396548961593392,0.53812295,0.5589026471653815
2006-06-14,0.8150300144887482,0.8030794,0.7947065984620978,0.5210784,0.46201942827197406
2006-06-15,0.8192219381803865,0.7885549,0.7953851227412997,0.47543755,0.4618530779292527
