,Volatility_Copper_True_LSTM_GARCH_train,Volatility_Copper_3_train_GARCH_LSTM,Volatility_Copper_3_train_real_GARCH_LSTM
2012-03-21,0.19171671677812793,0.18572663,0.17295005665524485
2012-03-22,0.19112838181620642,0.17778869,0.18928659063655043
2012-03-23,0.18348284034197107,0.18211427,0.19122847879523633
2012-03-26,0.17295005665524485,0.18757625,0.2058186636718046
2012-03-27,0.18928659063655043,0.19842502,0.20593107466255986
2012-03-28,0.19122847879523633,0.20290256,0.1900814770211847
2012-03-29,0.2058186636718046,0.19558457,0.2031321162102718
2012-03-30,0.20593107466255986,0.19786333,0.1857785673198015
2012-04-02,0.1900814770211847,0.19041468,0.2029896101322378
2012-04-03,0.2031321162102718,0.1959149,0.20117771758896016
2012-04-04,0.1857785673198015,0.19862232,0.2052842995618447
2012-04-05,0.2029896101322378,0.20253435,0.21556464336559075
2012-04-09,0.20117771758896016,0.20974767,0.21304838399012635
2012-04-10,0.2052842995618447,0.21161942,0.21812325341165642
2012-04-11,0.21556464336559075,0.21526985,0.2240732560040741
2012-04-12,0.21304838399012635,0.22012624,0.22486614698362048
2012-04-13,0.21812325341165642,0.22291651,0.22554797806811874
2012-04-16,0.2240732560040741,0.22428326,0.20746414739115135
2012-04-17,0.22486614698362048,0.21372838,0.19902646680623245
2012-04-18,0.22554797806811874,0.20323066,0.21020822284007154
2012-04-19,0.20746414739115135,0.20537038,0.21500264349716477
2012-04-20,0.19902646680623245,0.21056017,0.2280482506471843
2012-04-23,0.21020822284007154,0.221175,0.2226883942806904
2012-04-24,0.21500264349716477,0.22220989,0.22723921681997347
2012-04-25,0.2280482506471843,0.22516856,0.22466528223418233
2012-04-26,0.2226883942806904,0.22423156,0.22421773438721024
2012-04-27,0.22723921681997347,0.2237545,0.2240270490349204
2012-04-30,0.22466528223418233,0.22321375,0.21666285324635495
2012-05-01,0.22421773438721024,0.21856284,0.21625307737887603
2012-05-02,0.2240270490349204,0.21613517,0.20997501088306628
2012-05-03,0.21666285324635495,0.21133828,0.20816602231311707
2012-05-04,0.21625307737887603,0.20836234,0.21955665912814884
2012-05-07,0.20997501088306628,0.21406683,0.2186604445224619
2012-05-08,0.20816602231311707,0.21654722,0.205950465602423
2012-05-09,0.21955665912814884,0.21006313,0.20630925431515054
2012-05-10,0.2186604445224619,0.2062496,0.22032017747988927
2012-05-11,0.205950465602423,0.21341738,0.20358776928109187
2012-05-14,0.20630925431515054,0.20741455,0.20069570000442424
2012-05-15,0.22032017747988927,0.20234177,0.1869020476418035
2012-05-16,0.20358776928109187,0.1919663,0.1879938279382585
2012-05-17,0.20069570000442424,0.18754861,0.18244581968342097
2012-05-18,0.1869020476418035,0.18368044,0.1697745531827213
2012-05-21,0.1879938279382585,0.17564121,0.1714221482878623
2012-05-22,0.18244581968342097,0.17082569,0.1671133804380354
2012-05-23,0.1697745531827213,0.16853078,0.14600315694777968
2012-05-24,0.1714221482878623,0.15782782,0.14549939059768582
2012-05-25,0.1671133804380354,0.14769407,0.1450503470116569
2012-05-28,0.14600315694777968,0.14559625,0.14970102224996876
2012-05-29,0.14549939059768582,0.14772646,0.14850712612349007
2012-05-30,0.1450503470116569,0.14905168,0.15179272493372895
2012-05-31,0.14970102224996876,0.15020908,0.14747373768316072
2012-06-01,0.14850712612349007,0.14946043,0.12721069340667177
2012-06-04,0.15179272493372895,0.13907379,0.15133718353499456
2012-06-05,0.14747373768316072,0.14149156,0.13871440058289172
2012-06-06,0.12721069340667177,0.14415576,0.13882938128653396
2012-06-07,0.15133718353499456,0.13976201,0.14930178846162365
2012-06-08,0.13871440058289172,0.14531772,0.15564746057630804
2012-06-11,0.13882938128653396,0.15255281,0.15501291942601494
2012-06-12,0.14930178846162365,0.15464917,0.155049178051648
2012-06-13,0.15564746057630804,0.15475222,0.15668219510251982
2012-06-14,0.15501291942601494,0.155498,0.1544173407335989
2012-06-15,0.155049178051648,0.1551143,0.1301848474966725
2012-06-18,0.15668219510251982,0.14395295,0.13654337774371958
2012-06-19,0.1544173407335989,0.13540947,0.14233325237912828
2012-06-20,0.1301848474966725,0.14133419,0.14819190667038287
2012-06-21,0.13654337774371958,0.14630428,0.13008392247654507
2012-06-22,0.14233325237912828,0.13987863,0.130766198699143
2012-06-25,0.14819190667038287,0.13213135,0.1363250654825979
2012-06-26,0.13008392247654507,0.13561496,0.14137886186676737
2012-06-27,0.130766198699143,0.140667,0.18193571175580972
2012-06-28,0.1363250654825979,0.16238698,0.18252043530391662
2012-06-29,0.14137886186676737,0.17640395,0.18396252720863257
2012-07-02,0.18193571175580972,0.18236735,0.18210799266529035
2012-07-03,0.18252043530391662,0.18180966,0.1778798884538297
2012-07-04,0.18396252720863257,0.17908828,0.18549843048655393
2012-07-05,0.18210799266529035,0.1817911,0.1940898313083523
2012-07-06,0.1778798884538297,0.18874237,0.19894618448121507
2012-07-09,0.18549843048655393,0.19483368,0.1952847653296265
2012-07-10,0.1940898313083523,0.19496389,0.19563482276341868
2012-07-11,0.19894618448121507,0.19461644,0.19380304643741017
2012-07-12,0.1952847653296265,0.19326618,0.20192603271558887
2012-07-13,0.19563482276341868,0.19758514,0.20186660512767138
2012-07-16,0.19380304643741017,0.19968675,0.18681034142121047
2012-07-17,0.20192603271558887,0.19208197,0.1917605744225633
2012-07-18,0.20186660512767138,0.18970254,0.20238529946023862
2012-07-19,0.18681034142121047,0.19636293,0.1996556842729109
2012-07-20,0.1917605744225633,0.19825886,0.196144365422142
2012-07-23,0.20238529946023862,0.19659206,0.2001467064967926
2012-07-24,0.1996556842729109,0.19762015,0.20011212705478068
2012-07-25,0.196144365422142,0.19839683,0.19848346661276597
2012-07-26,0.2001467064967926,0.1978481,0.19865541224118713
2012-07-27,0.20011212705478068,0.19746171,0.19041040749226565
2012-07-30,0.19848346661276597,0.19259858,0.192375658022537
2012-07-31,0.19865541224118713,0.19119672,0.19562690855055068
2012-08-01,0.19041040749226565,0.19288234,0.21368543922790104
2012-08-02,0.192375658022537,0.2045706,0.21358827344243278
2012-08-03,0.19562690855055068,0.2101635,0.21790404748652145
2012-08-06,0.21368543922790104,0.21506813,0.21678070981156058
2012-08-07,0.21358827344243278,0.21560831,0.21313629435705347
2012-08-08,0.21790404748652145,0.21355769,0.17365390737498734
2012-08-09,0.21678070981156058,0.19296312,0.1753117644306442
2012-08-10,0.21313629435705347,0.17599964,0.17511345260660352
2012-08-13,0.17365390737498734,0.1744035,0.18343551740665384
2012-08-14,0.1753117644306442,0.1791968,0.18227598357184469
2012-08-16,0.17511345260660352,0.1809518,0.17973329930323698
2012-08-17,0.18343551740665384,0.1800774,0.18405451336376985
2012-08-20,0.18227598357184469,0.18160084,0.17858669285603904
2012-08-21,0.17973329930323698,0.17959939,0.17811703294582062
2012-08-22,0.18405451336376985,0.1780167,0.1776963309404209
2012-08-23,0.17858669285603904,0.17717113,0.15931950887212995
2012-08-24,0.17811703294582062,0.16834402,0.14829383853660874
2012-08-27,0.1776963309404209,0.1558586,0.1497181731631714
2012-08-28,0.15931950887212995,0.14971818,0.14723923512066175
2012-08-29,0.14829383853660874,0.14849228,0.13728059602144602
2012-08-30,0.1497181731631714,0.14274804,0.10829990834643369
2012-08-31,0.14723923512066175,0.12913807,0.10501448652153714
2012-09-03,0.13728059602144602,0.11550981,0.12215598706337236
2012-09-04,0.10829990834643369,0.116700426,0.11795777959796908
2012-09-05,0.10501448652153714,0.120463274,0.14086802896618802
2012-09-06,0.12215598706337236,0.13355106,0.14195623740965332
2012-09-07,0.11795777959796908,0.14230058,0.14147400783899997
2012-09-10,0.14086802896618802,0.14240365,0.1431526259696436
2012-09-11,0.14195623740965332,0.14301011,0.12939059407265543
2012-09-12,0.14147400783899997,0.13726261,0.11811933683808443
2012-09-13,0.1431526259696436,0.12707496,0.12354100412066996
2012-09-14,0.12939059407265543,0.12385027,0.12161829468595511
2012-09-17,0.11811933683808443,0.1247735,0.11651092587051712
2012-09-18,0.12354100412066996,0.12235411,0.1176631456870362
2012-09-19,0.12161829468595511,0.120447494,0.11786702732276219
2012-09-20,0.11651092587051712,0.12037422,0.14388390278475607
2012-09-21,0.1176631456870362,0.13479114,0.14166406782867866
2012-09-24,0.11786702732276219,0.14275284,0.1484607143523641
2012-09-25,0.14388390278475607,0.14576852,0.14218204075559934
2012-09-26,0.14166406782867866,0.14544365,0.14380731244946518
2012-09-27,0.1484607143523641,0.14358294,0.1395369749376046
2012-09-28,0.14218204075559934,0.14216125,0.13398755467254206
2012-10-01,0.14380731244946518,0.13755932,0.13577570764943062
2012-10-03,0.1395369749376046,0.13607125,0.13813750142690936
2012-10-04,0.13398755467254206,0.13840675,0.13889866476549398
2012-10-05,0.13577570764943062,0.13970289,0.13906762401700254
2012-10-08,0.13813750142690936,0.13997492,0.143922703559387
2012-10-09,0.13889866476549398,0.14258523,0.14371233168066735
2012-10-10,0.13906762401700254,0.14446406,0.15752737003353987
2012-10-11,0.143922703559387,0.15113774,0.15834427364543166
2012-10-12,0.14371233168066735,0.15670907,0.1597321452445404
2012-10-15,0.15752737003353987,0.15851893,0.16339701341928434
2012-10-16,0.15834427364543166,0.160995,0.14710093101823665
2012-10-17,0.1597321452445404,0.15517764,0.1536090877675176
2012-10-18,0.16339701341928434,0.15139656,0.12739358968770562
2012-10-19,0.14710093101823665,0.14158621,0.13096474378440806
2012-10-22,0.1536090877675176,0.13162729,0.12896028359416598
2012-10-23,0.12739358968770562,0.13179071,0.12861970175187878
