,Volatility_Copper_True_train
2007-08-28,0.3349256876890454
2007-08-29,0.3339695144696775
2007-08-30,0.3389824287208012
2007-08-31,0.33856308417767034
2007-09-03,0.3276552197147644
2007-09-04,0.3247253774261257
2007-09-05,0.34023300180593086
2007-09-06,0.34009508702280555
2007-09-07,0.3392669566154958
2007-09-10,0.34356017777111103
2007-09-11,0.33951924492289254
2007-09-12,0.3662956047506625
2007-09-13,0.3624699090490262
2007-09-14,0.3621799730056646
2007-09-17,0.36180218809287334
2007-09-18,0.3495980457847834
2007-09-19,0.35203913764110617
2007-09-20,0.36557384609541366
2007-09-21,0.3616853965005985
2007-09-24,0.34632403246153276
2007-09-25,0.3484906057135263
2007-09-26,0.3417509346740746
2007-09-27,0.32482656675623767
2007-09-28,0.2194458400395278
2007-10-01,0.20294224738529462
2007-10-03,0.20934229505604193
2007-10-04,0.20052851497040233
2007-10-05,0.19995854180798936
2007-10-08,0.19998607337082833
2007-10-09,0.21073803155757517
2007-10-10,0.21079619180265732
2007-10-11,0.2134165887771152
2007-10-12,0.21150850052601347
2007-10-15,0.21150618673808472
2007-10-16,0.20794619570703624
2007-10-17,0.21258276450992472
2007-10-18,0.18181305807768747
2007-10-19,0.19044156981654295
2007-10-22,0.19102173572327383
2007-10-23,0.19040530282612586
2007-10-24,0.19062568488854695
2007-10-25,0.1627837570191019
2007-10-26,0.16174448078367684
2007-10-29,0.16465517341703514
2007-10-30,0.1667535960056821
2007-10-31,0.16811395856664
2007-11-01,0.1645010581705301
2007-11-02,0.16534388178658796
2007-11-05,0.16683338313762255
2007-11-06,0.16751307964989912
2007-11-07,0.1654079004101127
2007-11-08,0.17945608343153244
2007-11-09,0.18372586681163808
2007-11-12,0.18107094808536958
2007-11-13,0.18198205393377007
2007-11-14,0.1649028923361107
2007-11-15,0.2617330002558421
2007-11-16,0.3454271642612299
2007-11-19,0.3666964828375987
2007-11-20,0.40485808597072215
2007-11-21,0.41121896880928155
2007-11-22,0.4274143901367239
2007-11-23,0.4284735583006958
2007-11-26,0.4292327655340463
2007-11-27,0.4819030306857828
2007-11-28,0.48277449341595147
2007-11-29,0.48670695422885013
2007-11-30,0.4936198873734371
2007-12-03,0.5050372783333145
2007-12-04,0.5146006246014424
2007-12-05,0.5182789523873563
2007-12-06,0.5167726563231856
2007-12-07,0.5146360701697185
2007-12-10,0.5302827621252431
2007-12-11,0.5307793726833915
2007-12-12,0.5302542941697382
2007-12-13,0.5327765875190562
2007-12-14,0.5277456474888673
2007-12-17,0.5275694449637006
2007-12-18,0.5292219544721709
2007-12-19,0.5267123920620566
2007-12-20,0.5313693424966733
2007-12-21,0.5290798552201473
2007-12-24,0.5533101840470556
2007-12-26,0.5547651791717862
2007-12-27,0.5548238093009895
2007-12-28,0.5091369966445107
2007-12-31,0.44375078359734643
2008-01-01,0.43267765690242654
2008-01-02,0.3726834724207111
2008-01-03,0.3695337653309524
2008-01-04,0.35439502219784846
2008-01-07,0.35901983046158115
2008-01-08,0.36039566121023114
2008-01-09,0.35247722722356156
2008-01-10,0.34665668946558226
2008-01-11,0.3457761795939843
2008-01-14,0.3392707863244958
2008-01-15,0.32773549420326853
2008-01-16,0.32279671340162397
2008-01-17,0.32035919042070693
2008-01-18,0.3199552161684631
2008-01-21,0.32396474140354414
2008-01-22,0.30312158384503796
2008-01-23,0.29987396614175243
2008-01-24,0.34043805838314134
2008-01-25,0.3489293471931427
2008-01-28,0.33511225616214346
2008-01-29,0.3325529581506864
2008-01-30,0.34011862808791093
2008-01-31,0.3538005285847634
2008-02-01,0.3535451136556399
2008-02-04,0.35612789411820633
2008-02-05,0.32362442256712776
2008-02-06,0.3326695812496995
2008-02-07,0.35721969750715954
2008-02-08,0.37947766295396834
2008-02-11,0.3785685930744036
2008-02-12,0.3743246810382208
2008-02-13,0.3746902855369977
2008-02-14,0.37748501065850737
2008-02-15,0.3589022647768896
2008-02-18,0.3546821236337889
2008-02-19,0.35299982426786125
2008-02-20,0.37529004395420384
2008-02-21,0.37397609519342423
2008-02-22,0.38052741165876003
2008-02-25,0.3835755463039161
2008-02-26,0.387680108421359
2008-02-27,0.3655918010258511
2008-02-28,0.3515686075357094
2008-02-29,0.35142282334656627
2008-03-03,0.35066707833800037
2008-03-04,0.35838875218916133
2008-03-05,0.3783523941046806
2008-03-06,0.34879655096286455
2008-03-07,0.35633349499539657
2008-03-10,0.35600622891754086
2008-03-11,0.38038243584784404
2008-03-12,0.37236383746811574
2008-03-13,0.357336576559359
2008-03-14,0.35229423849527575
2008-03-17,0.34882946607340437
2008-03-18,0.3725717593495693
2008-03-19,0.3564832193589357
2008-03-20,0.3672268011221853
2008-03-24,0.3487782449850404
2008-03-25,0.3389545784136072
2008-03-26,0.33891787438361975
2008-03-27,0.34125330443525725
2008-03-28,0.3643161726534674
2008-03-31,0.3638215579309405
2008-04-01,0.3637045719092399
2008-04-02,0.3652047954167196
2008-04-03,0.3035504455457414
2008-04-04,0.3038297265808032
2008-04-07,0.2952738610199118
2008-04-08,0.2938233302143828
2008-04-09,0.3003690803593877
2008-04-10,0.31392866438211064
2008-04-11,0.32225631759606876
2008-04-14,0.32134084353973624
2008-04-15,0.32166703994399326
2008-04-16,0.3067768257825494
2008-04-17,0.3051192791553642
2008-04-18,0.27035625495505766
2008-04-21,0.2634860031534123
2008-04-22,0.26140808660234227
2008-04-23,0.2579102923190275
2008-04-24,0.26233873735066915
2008-04-25,0.2605504487560981
2008-04-28,0.26477132398324255
2008-04-29,0.26503399216680235
2008-04-30,0.24370658154627625
2008-05-01,0.25455952555811723
2008-05-02,0.239354138306918
2008-05-05,0.2635763165937062
2008-05-06,0.27909729991205345
2008-05-07,0.2842322881904479
2008-05-08,0.28155184998300686
2008-05-09,0.24867781552315357
2008-05-12,0.26489161726590127
2008-05-13,0.27022924913557334
2008-05-14,0.2697269731914348
2008-05-15,0.26469607906219317
2008-05-16,0.2705470456603457
2008-05-19,0.2675903883628451
2008-05-20,0.2682603856722343
2008-05-21,0.2580005601721099
2008-05-22,0.24195378513095037
2008-05-23,0.2308751516959552
2008-05-26,0.23045923513435793
2008-05-27,0.2299698819497554
2008-05-28,0.22803870631043063
2008-05-29,0.21351854539576207
2008-05-30,0.24975347606728862
2008-06-02,0.2503290133537873
2008-06-03,0.25198035624952675
2008-06-04,0.23390444567008287
2008-06-05,0.22980137367638867
2008-06-06,0.2301733744002011
2008-06-09,0.23617810705025885
2008-06-10,0.23565932971493972
2008-06-11,0.23953512789499717
2008-06-12,0.22693407794370643
2008-06-13,0.21639983574436303
2008-06-16,0.18346932971168642
2008-06-17,0.17044271615304288
2008-06-18,0.16503730949122644
2008-06-19,0.18455543963381052
2008-06-20,0.18651617032038778
2008-06-23,0.1647118701923421
2008-06-24,0.16040394413407164
2008-06-25,0.16135989766628991
2008-06-26,0.15919446285506603
2008-06-27,0.1547898080766745
2008-06-30,0.15969954818795432
2008-07-01,0.15932240794958977
2008-07-02,0.16438055313962982
2008-07-03,0.1956709823347527
2008-07-04,0.2230947106042809
2008-07-07,0.22298155451329835
2008-07-08,0.24732891155764267
2008-07-09,0.2755749981230241
2008-07-10,0.2751353513967638
2008-07-11,0.23705176376116835
2008-07-14,0.23647776919901967
2008-07-15,0.23294956577472484
2008-07-16,0.23435985975682114
2008-07-17,0.238061953392503
2008-07-18,0.24053833424655588
2008-07-21,0.2383385990780644
2008-07-22,0.23835138478190107
2008-07-23,0.23238373777141438
2008-07-24,0.2403912764189338
2008-07-25,0.25879963198040923
2008-07-28,0.2577325745615542
2008-07-29,0.24631583645829933
2008-07-30,0.24612847075207625
2008-07-31,0.2335968991086034
2008-08-01,0.23177807110510498
2008-08-04,0.23876343066851338
2008-08-05,0.26819188174547104
2008-08-06,0.26877051511127326
2008-08-07,0.2687112014862074
2008-08-08,0.26283345640390543
2008-08-11,0.25693270522679235
2008-08-12,0.25626578774151765
2008-08-13,0.24590218976458092
2008-08-14,0.26244864933545664
2008-08-18,0.25009760991061813
2008-08-19,0.25343604822061705
2008-08-20,0.2733838905698297
2008-08-21,0.25114821689573263
2008-08-22,0.2893009120630997
2008-08-25,0.30119523085294486
2008-08-26,0.3028139307662948
2008-08-27,0.30168570341293033
2008-08-28,0.3016267536936087
2008-08-29,0.3013819503459837
2008-09-01,0.29756903480645924
2008-09-02,0.29317725485875723
2008-09-03,0.29524981671093276
2008-09-04,0.29691741214470513
2008-09-05,0.2927950326441334
2008-09-08,0.3315328993816581
2008-09-09,0.3254839418987038
2008-09-10,0.32935116142887055
2008-09-11,0.3347915700624675
2008-09-12,0.33254466626574275
2008-09-15,0.3518325091500262
2008-09-16,0.34393480698565937
2008-09-17,0.3158399278942794
2008-09-18,0.32291295853452096
2008-09-19,0.32774026511591914
2008-09-22,0.34122793200359636
2008-09-23,0.33436222905911206
2008-09-24,0.34126722046969193
2008-09-25,0.3422132438591162
2008-09-26,0.31054711838443194
2008-09-29,0.3149633528878494
2008-09-30,0.3524237093631474
2008-10-01,0.3281313212029895
2008-10-03,0.4582304876345772
2008-10-06,0.43688670596812207
2008-10-07,0.4811143736950685
2008-10-08,0.4967335048053455
2008-10-09,0.49777403749018223
2008-10-10,0.49785172686041257
2008-10-13,0.6435237472574454
2008-10-14,0.7054535851748895
2008-10-15,0.7181696533980019
2008-10-16,0.7506012574095111
2008-10-17,0.7655256440876539
2008-10-20,0.7927445271355141
2008-10-21,0.7753520680063453
2008-10-22,0.793638778330294
2008-10-23,0.8138925418138464
2008-10-24,0.8068683733928534
2008-10-27,0.8231446988182841
2008-10-28,0.8469003364379015
2008-10-29,0.8856461050713688
2008-10-30,0.8874064712464017
2008-10-31,0.8902895496441307
2008-11-03,0.8897603399502173
2008-11-04,0.8751372791156816
2008-11-05,0.9171237648378477
2008-11-06,0.9830128091780957
2008-11-07,0.9877937244792233
2008-11-10,0.9765617596449273
2008-11-11,0.990657656407402
2008-11-12,0.9960951779526187
2008-11-13,0.9999999999999999
2008-11-14,0.956875945328192
2008-11-17,0.9973789631087414
2008-11-18,0.9821644975774012
2008-11-19,0.9758912067735298
2008-11-20,0.9800746282739018
2008-11-21,0.9811752971893769
2008-11-24,0.8858274708229864
2008-11-25,0.8804439017684341
2008-11-26,0.8687122008229703
2008-11-28,0.8422196111272195
2008-12-01,0.8257178061569002
2008-12-02,0.8027861151746479
2008-12-03,0.8021144468800392
2008-12-04,0.7928302134576171
2008-12-05,0.7853716578703781
2008-12-08,0.8220216261934764
2008-12-09,0.8030594283983439
2008-12-10,0.7801333337062156
2008-12-11,0.7645778175684395
2008-12-12,0.7632018749018523
2008-12-15,0.7809224537441268
2008-12-16,0.7745059993519813
2008-12-17,0.774802144897176
2008-12-18,0.7277330008420063
2008-12-19,0.652771522425449
2008-12-22,0.6479334838818264
2008-12-23,0.6574910737444479
2008-12-24,0.6494412854251043
2008-12-26,0.6251836861412385
2008-12-29,0.6238731161239136
2008-12-30,0.6343114830431419
2008-12-31,0.5696341890405185
2009-01-01,0.6218475897315551
2009-01-02,0.6154829822851487
2009-01-05,0.633621396035811
2009-01-06,0.6340438025916327
2009-01-07,0.7244863103212626
2009-01-08,0.7045646469111426
2009-01-09,0.706742035481787
2009-01-12,0.7487254364906675
2009-01-13,0.773690179607879
2009-01-14,0.797144670815938
2009-01-15,0.8090671179935303
2009-01-16,0.7959327853739459
2009-01-19,0.7839736844235231
2009-01-20,0.7281222108779196
2009-01-21,0.7224699053944235
2009-01-22,0.7387527456662761
2009-01-23,0.7349444211224332
2009-01-27,0.90864187340664
2009-01-28,0.9319173021640329
2009-01-29,0.921730547599834
2009-01-30,0.923581609662948
2009-02-02,0.9212615844418554
2009-02-03,0.8988091359682294
2009-02-04,0.9225339894873895
2009-02-05,0.9206051762635897
2009-02-06,0.9162986738778188
2009-02-09,0.9633995123926024
2009-02-10,0.9662464592590895
2009-02-11,0.970368827248114
2009-02-12,0.9760644150979215
2009-02-13,0.945857291505546
2009-02-16,0.9457776509438284
2009-02-17,0.9303404421944318
2009-02-18,0.971333782107305
2009-02-19,0.9090529711899283
2009-02-20,0.8954811764761964
2009-02-23,0.8923623526081738
2009-02-24,0.8597931578634596
2009-02-25,0.8458520446122113
2009-02-26,0.8321538833387117
2009-02-27,0.8253150773498052
2009-03-02,0.8266366879898774
2009-03-03,0.8111192715098156
2009-03-04,0.8374091344972099
2009-03-05,0.8645727564951994
2009-03-06,0.8466080077106464
2009-03-09,0.8330227313133245
2009-03-10,0.6703956417271238
2009-03-11,0.599087027340488
2009-03-12,0.6000341729574922
2009-03-13,0.5889164124450138
2009-03-16,0.5928762489288317
2009-03-17,0.5985931544018834
2009-03-18,0.5749667216137103
2009-03-19,0.5757476541458314
2009-03-20,0.5834433220030504
2009-03-23,0.5164640203668411
2009-03-24,0.5228859739072024
2009-03-25,0.524542634047677
2009-03-26,0.5145149269685985
2009-03-27,0.5156760179536832
2009-03-30,0.5198742897978951
2009-03-31,0.5363178290480439
2009-04-01,0.46531802402452793
2009-04-02,0.46324679411251735
2009-04-03,0.4596603496274948
2009-04-06,0.48631292193805786
2009-04-07,0.48267015656739465
2009-04-08,0.47741069368190736
2009-04-09,0.47489415627791143
2009-04-13,0.4654430262258348
2009-04-14,0.45290595457931904
2009-04-15,0.45271651426204784
2009-04-16,0.43358983946609286
2009-04-17,0.40363772266280107
2009-04-20,0.39010934812532827
2009-04-21,0.4234790115291325
2009-04-22,0.4083596878801977
2009-04-23,0.41535865753769374
2009-04-24,0.43885710535308375
2009-04-27,0.44230953418116903
2009-04-28,0.45824836711674366
2009-04-29,0.4437828625155801
2009-05-01,0.4625284457347566
2009-05-04,0.4832641107644139
2009-05-05,0.46499954654170494
2009-05-06,0.47466544566200763
2009-05-07,0.4887172622953194
2009-05-08,0.48042860202284676
2009-05-11,0.48515917558306665
2009-05-12,0.49445250314648925
2009-05-13,0.4917549137382119
2009-05-14,0.4953208973515676
2009-05-15,0.4739047310287673
2009-05-18,0.47630585780172163
2009-05-19,0.47567024714696526
2009-05-20,0.4295900420962254
2009-05-21,0.437507325644911
2009-05-22,0.4541203383027991
2009-05-25,0.4556601974087733
2009-05-26,0.44629384564831176
2009-05-27,0.4593934126744841
2009-05-28,0.4583438778071157
2009-05-29,0.4340491100040281
2009-06-01,0.4332013880944404
2009-06-02,0.4656325602068394
2009-06-03,0.44393994792798097
2009-06-04,0.47491694624973746
2009-06-05,0.5019404019630087
2009-06-08,0.48572465594210346
2009-06-09,0.4800886807513157
2009-06-10,0.5009726639392645
2009-06-11,0.4879544419111349
2009-06-12,0.478130276019731
2009-06-15,0.47102344998068746
2009-06-16,0.4824000702209915
2009-06-17,0.4729057320663057
2009-06-18,0.44122710764314677
2009-06-19,0.4402436316057885
2009-06-22,0.4384654051906929
2009-06-23,0.46436124524601863
2009-06-24,0.4889389012998102
2009-06-25,0.47811677509056305
2009-06-26,0.4798231588313586
2009-06-29,0.477739916534474
2009-06-30,0.47737704522260027
2009-07-01,0.4895145938729968
2009-07-02,0.5001209215004946
2009-07-03,0.48651352169067397
2009-07-06,0.4838358612125977
2009-07-07,0.4863229232698376
2009-07-08,0.4776540773881661
2009-07-09,0.4845992899778413
2009-07-10,0.500253283083022
2009-07-13,0.5018113971528879
2009-07-14,0.47452111289358456
2009-07-15,0.48079558136589173
2009-07-16,0.4654488275454196
2009-07-17,0.43606035223370276
2009-07-20,0.4354408061679238
2009-07-21,0.4352063812894197
2009-07-22,0.3953803271261406
2009-07-23,0.4091778948567264
2009-07-24,0.39005544434859274
2009-07-27,0.372047631894978
2009-07-28,0.35527956071460864
2009-07-29,0.35073602854006236
2009-07-30,0.355289006331619
2009-07-31,0.3724057372771883
2009-08-03,0.3717508627119266
2009-08-04,0.3312775966580732
2009-08-05,0.30894824704491286
2009-08-06,0.3034715550128142
2009-08-07,0.3197917228445638
2009-08-10,0.3210466290409505
2009-08-11,0.32379460219331946
2009-08-12,0.30092631928615143
2009-08-13,0.3056360551445314
2009-08-14,0.3014001219516447
2009-08-17,0.32132287079451816
2009-08-18,0.3251880779877484
2009-08-19,0.320783296894661
2009-08-20,0.30386957182625707
2009-08-21,0.29173656276518034
2009-08-24,0.31734746923823964
2009-08-25,0.3149423879919413
2009-08-26,0.32084599135962977
2009-08-27,0.30234077514897617
2009-08-28,0.3021455955292419
2009-08-31,0.307410937493501
2009-09-01,0.3470790229008902
2009-09-02,0.3425586566793102
2009-09-03,0.32806506967573024
2009-09-04,0.3284787564196122
2009-09-07,0.32791563236179366
2009-09-08,0.3283007314628885
2009-09-09,0.3326411046015437
2009-09-10,0.3346985147981335
2009-09-11,0.3273310971624175
2009-09-14,0.32652309988793915
2009-09-15,0.30550099066851955
2009-09-16,0.3045370223147714
2009-09-17,0.31717843853125904
2009-09-18,0.315659408267284
2009-09-21,0.31464599347185984
2009-09-22,0.31787628269774715
2009-09-23,0.3231212583054909
2009-09-24,0.30433437968704935
2009-09-25,0.3077846252191193
2009-09-28,0.29761904507720016
2009-09-29,0.2939299764868716
2009-09-30,0.29410073572496964
2009-10-01,0.3163759757507433
2009-10-05,0.3697282927716927
2009-10-06,0.3201606477853569
2009-10-07,0.32318873888923294
2009-10-08,0.3210978249162397
2009-10-09,0.34136242801868677
2009-10-12,0.34551181648559903
2009-10-13,0.33297008070541756
