,Volatility_Copper_True_train,Volatility_Copper_5_train_LSTM,Volatility_Copper_5_train_real_LSTM,Volatility_Copper_22_train_LSTM,Volatility_Copper_22_train_real_LSTM
2006-05-15,0.360673463787912,0.3951594,0.5456239110909469,0.67762786,0.8265426235741188
2006-05-16,0.3868612133720172,0.4289585,0.545129020863527,0.6814912,0.828048716038859
2006-05-17,0.3909233219034205,0.45693392,0.6688746195849158,0.6862588,0.8257165138725348
2006-05-18,0.46059132177243334,0.5052595,0.72589859963746,0.68903357,0.8315388532962577
2006-05-19,0.4555178708470978,0.5504043,0.7266717583084926,0.6918036,0.8480563226937106
2006-05-22,0.5456239110909469,0.58730507,0.7285971929450658,0.6969301,0.8393958759825156
2006-05-23,0.545129020863527,0.60908645,0.728059717035294,0.6992792,0.8326365431190212
2006-05-24,0.6688746195849158,0.6228384,0.7427761004084168,0.6985375,0.7870331155903002
2006-05-25,0.72589859963746,0.6323098,0.7423391977159086,0.68753827,0.8133949315407865
2006-05-26,0.7266717583084926,0.63577205,0.7720843116704128,0.68255836,0.8202766124944777
2006-05-29,0.7285971929450658,0.6480042,0.778182932422436,0.68093646,0.8221691920555976
2006-05-30,0.728059717035294,0.65782404,0.7776512042229005,0.6803966,0.8145195283953567
2006-05-31,0.7427761004084168,0.66034544,0.7848477341794392,0.6782977,0.8180646236280656
2006-06-01,0.7423391977159086,0.6644846,0.7577519602971666,0.67698145,0.7747140057228206
2006-06-02,0.7720843116704128,0.65499187,0.7940075289700729,0.66651595,0.7758873980340835
2006-06-05,0.778182932422436,0.6650299,0.7869174430915122,0.6570976,0.6303959248899464
2006-06-06,0.7776512042229005,0.6711942,0.786021064683685,0.62021035,0.5887657443266504
2006-06-07,0.7848477341794392,0.66882384,0.8265426235741188,0.5782835,0.6343309759843648
2006-06-08,0.7577519602971666,0.68372566,0.828048716038859,0.5518427,0.6275376013348367
2006-06-09,0.7940075289700729,0.69635046,0.8257165138725348,0.5329994,0.6288670678138506
2006-06-12,0.7869174430915122,0.695836,0.8315388532962577,0.5208084,0.6228325896245358
2006-06-13,0.786021064683685,0.6995748,0.8480563226937106,0.5122048,0.6227795880411782
2006-06-14,0.8265426235741188,0.71094394,0.8393958759825156,0.5070707,0.5932423013603394
