,Volatility_Copper_True_train,Volatility_Copper_3_train_LSTM,Volatility_Copper_5_train_LSTM,Volatility_Copper_7_train_LSTM,Volatility_Copper_9_train_LSTM,Volatility_Copper_11_train_LSTM,Volatility_Copper_13_train_LSTM,Volatility_Copper_15_train_LSTM
2011-12-19,0.49777403749018223,0.5594616,0.6636465,0.7043594,0.7346163,0.74120474,0.7247896,0.7909178
2011-12-20,0.49785172686041257,0.6242846,0.6904584,0.72052383,0.73833877,0.73814696,0.737096,0.7971487
2011-12-21,0.6435237472574454,0.65743756,0.7027169,0.70860827,0.754815,0.7416757,0.76250136,0.7955583
2011-12-22,0.7054535851748895,0.6840337,0.7220418,0.71345323,0.75407696,0.7582649,0.7731738,0.7936953
2011-12-23,0.7181696533980019,0.69631785,0.71067315,0.7314167,0.76101923,0.785437,0.7730384,0.78371924
2011-12-26,0.7506012574095111,0.716736,0.7215684,0.72822076,0.77981997,0.79656494,0.7688611,0.8040439
2011-12-27,0.7655256440876539,0.7061502,0.73734224,0.73533857,0.81035435,0.797042,0.7560894,0.8500465
2011-12-28,0.7927445271355141,0.72073686,0.7332938,0.7547002,0.81854564,0.79520214,0.77428263,0.8639245
2011-12-29,0.7753520680063453,0.7329893,0.74452287,0.78292215,0.8173095,0.784722,0.820032,0.85518056
2011-12-30,0.793638778330294,0.7295908,0.76218337,0.7890376,0.81439304,0.8053705,0.8433336,0.85956925
2012-01-02,0.8138925418138464,0.7419074,0.78997266,0.7878946,0.80216676,0.84745675,0.8371236,0.8654412
2012-01-03,0.8068683733928534,0.75665057,0.79431534,0.78598005,0.82833797,0.8695134,0.8352543,0.8663665
2012-01-04,0.8231446988182841,0.7809702,0.7954442,0.77355635,0.87864697,0.8646711,0.8368391,0.8369795
2012-01-05,0.8469003364379015,0.7855295,0.793725,0.7984405,0.89374876,0.8668051,0.83788335,0.85030556
2012-01-06,0.8856461050713688,0.7899833,0.78143585,0.8446981,0.88247263,0.8715647,0.8094395,0.8491128
2012-01-09,0.8874064712464017,0.7896341,0.8104738,0.8584463,0.8879383,0.8734191,0.8199254,0.83958024
2012-01-10,0.8902895496441307,0.77994436,0.85573655,0.84887123,0.8954136,0.84426135,0.8209718,0.8375262
2012-01-11,0.8897603399502173,0.80515575,0.8646843,0.85368603,0.8979436,0.85908777,0.8121983,0.8395673
2012-01-12,0.8751372791156816,0.8399582,0.8562414,0.85827553,0.86261016,0.8601912,0.80922115,0.7813413
2012-01-13,0.9171237648378477,0.85015774,0.86411715,0.85847026,0.8825526,0.8490006,0.8093464,0.7575647
2012-01-16,0.9830128091780957,0.8475852,0.8668003,0.8257946,0.8855136,0.8482585,0.74870306,0.7515249
2012-01-17,0.9877937244792233,0.8565747,0.86943805,0.8472425,0.8755285,0.8517047,0.71684754,0.73523587
2012-01-18,0.9765617596449273,0.8589571,0.8363451,0.84841347,0.87624913,0.7911785,0.71451104,0.71678567
2012-01-19,0.990657656407402,0.8620739,0.8641647,0.8375498,0.87996864,0.7644899,0.7038925,0.69907606
2012-01-20,0.9960951779526187,0.83443165,0.8560095,0.84093446,0.80556643,0.763785,0.6875397,0.69620764
2012-01-23,0.9999999999999999,0.8591816,0.8511938,0.8436214,0.78048724,0.7473489,0.6698855,0.692933
2012-01-24,0.956875945328192,0.8491516,0.8551084,0.7733965,0.78858864,0.72824,0.6663312,0.6879401
2012-01-25,0.9973789631087414,0.84817755,0.85537606,0.752674,0.7752481,0.7109214,0.66429263,0.7097052
2012-01-27,0.9821644975774012,0.8501433,0.78319347,0.7588464,0.75461817,0.7078215,0.6606148,0.710431
2012-01-30,0.9758912067735298,0.85036767,0.77373415,0.74222416,0.7356461,0.70401436,0.6834322,0.6946017
2012-01-31,0.9800746282739018,0.78073585,0.770714,0.72636735,0.7346457,0.698521,0.68740696,0.68098044
2012-02-01,0.9811752971893769,0.7851642,0.75244105,0.71158123,0.7325283,0.7217878,0.6709142,0.67904127
2012-02-02,0.8858274708229864,0.77566606,0.74163127,0.7112986,0.7269975,0.7227551,0.65355563,0.6920573
2012-02-03,0.8804439017684341,0.75754565,0.7244743,0.7085256,0.75160724,0.7035724,0.64950496,0.6928983
2012-02-06,0.8687122008229703,0.74640965,0.72386396,0.7029235,0.749406,0.68780845,0.66391176,0.692022
2012-02-07,0.8422196111272195,0.7292579,0.71898603,0.72868454,0.72426856,0.685302,0.6690627,0.6633109
2012-02-08,0.8257178061569002,0.72845364,0.7136983,0.7252756,0.70461863,0.69761735,0.6686156,0.6006533
2012-02-09,0.8027861151746479,0.72067165,0.74063647,0.701722,0.7052506,0.6988319,0.6385905,0.58372104
2012-02-10,0.8021144468800392,0.715564,0.7301448,0.6864342,0.72302264,0.6971483,0.5779191,0.588692
2012-02-13,0.7928302134576171,0.73856753,0.7109734,0.68507004,0.724872,0.667311,0.549645,0.5870918
2012-02-14,0.7853716578703781,0.72615945,0.6969014,0.7001527,0.7207055,0.6076433,0.5546948,0.56903493
2012-02-15,0.8220216261934764,0.7125416,0.6947913,0.70036834,0.68225205,0.5826541,0.5600921,0.56191397
2012-02-16,0.8030594283983439,0.7011099,0.70984185,0.6978762,0.6146451,0.58938456,0.5476362,0.56985545
2012-02-17,0.7801333337062156,0.69898546,0.70778006,0.6641051,0.59319514,0.58988893,0.5389203,0.5319702
2012-02-20,0.7645778175684395,0.71020746,0.7075636,0.60004026,0.61022645,0.5726603,0.54462636,0.5491437
2012-02-21,0.7632018749018523,0.7056991,0.6714541,0.5824239,0.6174857,0.56430507,0.51350844,0.56095093
2012-02-22,0.7809224537441268,0.707096,0.609837,0.5990594,0.59681064,0.5714364,0.52317953,0.5752362
2012-02-23,0.7745059993519813,0.66990525,0.5956706,0.6007263,0.5844175,0.537309,0.5362743,0.58199084
2012-02-24,0.774802144897176,0.6115745,0.60710996,0.5795546,0.5936511,0.54980767,0.5537527,0.6398777
2012-02-27,0.7277330008420063,0.61026305,0.6058564,0.573264,0.55439436,0.5629639,0.56326544,0.655945
2012-02-28,0.652771522425449,0.6144012,0.5882968,0.58393276,0.5704506,0.5769664,0.6131824,0.6567889
2012-02-29,0.6479334838818264,0.60809934,0.58287513,0.5426871,0.5860007,0.58254427,0.63601404,0.68210876
2012-03-01,0.6574910737444479,0.5890023,0.5920703,0.5610507,0.60203475,0.6309344,0.6408054,0.7091087
2012-03-02,0.6494412854251043,0.58895713,0.54698145,0.5756793,0.6051871,0.6532801,0.66221297,0.7299737
2012-03-05,0.6251836861412385,0.59501046,0.5710496,0.5874716,0.659032,0.65578353,0.6871101,0.7412333
2012-03-06,0.6238731161239136,0.5409018,0.5794667,0.58987147,0.67389154,0.67923653,0.7093624,0.7345551
2012-03-07,0.6343114830431419,0.58027333,0.5923959,0.64219606,0.6708916,0.7050748,0.7225963,0.7224027
2012-03-08,0.5696341890405185,0.57665914,0.59620017,0.6565302,0.696344,0.72728336,0.71581596,0.68046534
2012-03-09,0.6218475897315551,0.5940078,0.65339965,0.65218335,0.7244128,0.7392926,0.69832367,0.6613498
2012-03-12,0.6154829822851487,0.594353,0.65564287,0.6786362,0.74611056,0.7313696,0.6529574,0.6675049
2012-03-13,0.633621396035811,0.64855677,0.65625966,0.70405823,0.75675136,0.7172353,0.62720615,0.6676429
2012-03-14,0.6340438025916327,0.64689034,0.68508065,0.72169745,0.74478114,0.675888,0.63365567,0.7653908
2012-03-15,0.7244863103212626,0.6554589,0.70629567,0.7310541,0.72769505,0.6548711,0.63937306,0.8218254
2012-03-16,0.7045646469111426,0.6814599,0.7259426,0.72168815,0.6823827,0.6637228,0.72381413,0.8291788
2012-03-19,0.706742035481787,0.70031124,0.7362126,0.7072542,0.6648067,0.6661939,0.7879987,0.8265008
2012-03-20,0.7487254364906675,0.7196941,0.7257496,0.6626026,0.6824032,0.7453822,0.813427,0.8229035
2012-03-21,0.773690179607879,0.72991407,0.71417004,0.64659,0.6917119,0.8076509,0.81447303,0.8069185
2012-03-22,0.797144670815938,0.72236204,0.67043406,0.6639616,0.7868718,0.8323067,0.8047274,0.81349695
2012-03-23,0.8090671179935303,0.7149502,0.6588456,0.66909957,0.84329146,0.83563167,0.78332955,0.814404
2012-03-26,0.7959327853739459,0.6701622,0.6747576,0.7564672,0.8513586,0.8296,0.78707516,0.80833036
2012-03-27,0.7839736844235231,0.66946477,0.67552024,0.81206274,0.8482849,0.81091326,0.7901384,0.83357316
2012-03-28,0.7281222108779196,0.67851615,0.77601427,0.82105494,0.8441478,0.8181,0.78477526,0.8441078
2012-03-29,0.7224699053944235,0.67552054,0.8203312,0.8175424,0.82369393,0.8203262,0.8059124,0.84404564
2012-03-30,0.7387527456662761,0.7625338,0.82190573,0.81071025,0.83509827,0.8125216,0.8167475,0.8451791
2012-04-02,0.7349444211224332,0.8018557,0.8209422,0.79054046,0.8409072,0.8356034,0.81695175,0.82698077
2012-04-03,0.90864187340664,0.81040335,0.81480885,0.8003586,0.83348846,0.8476378,0.81606305,0.8181766
2012-04-04,0.9319173021640329,0.8134235,0.7970759,0.80587065,0.8623661,0.84991074,0.79774725,0.8084176
2012-04-05,0.921730547599834,0.8112769,0.81406194,0.8002256,0.87501526,0.8524062,0.7876595,0.82998514
2012-04-09,0.923581609662948,0.79645205,0.81471825,0.83086205,0.87563866,0.8341592,0.77759373,0.7995738
2012-04-10,0.9212615844418554,0.8119319,0.8113729,0.8412603,0.8782058,0.8270992,0.799888,0.7762072
2012-04-11,0.8988091359682294,0.8095071,0.8439415,0.84101707,0.8554255,0.81888944,0.7737591,0.77235997
2012-04-12,0.9225339894873895,0.8081458,0.84852487,0.8435833,0.8484397,0.8397754,0.7447516,0.75453174
2012-04-13,0.9206051762635897,0.8344973,0.85108757,0.8215536,0.8411792,0.81025,0.7379753,0.7375863
2012-04-16,0.9162986738778188,0.8377312,0.8545021,0.8150464,0.86814296,0.7845065,0.721254,0.72522223
2012-04-17,0.9633995123926024,0.84335786,0.83009017,0.80690783,0.8306097,0.7815289,0.7045797,0.7191774
2012-04-18,0.9662464592590895,0.8468507,0.829066,0.8329679,0.8034252,0.763419,0.69357735,0.71975404
2012-04-19,0.970368827248114,0.8274323,0.8183853,0.797748,0.8053789,0.74570453,0.6894525,0.71178097
2012-04-20,0.9760644150979215,0.829038,0.8476609,0.77344507,0.7880434,0.7354132,0.6919291,0.7256255
2012-04-23,0.945857291505546,0.81756574,0.80351496,0.77695805,0.7698368,0.7304225,0.6853952,0.75104475
2012-04-24,0.9457776509438284,0.84138316,0.79032874,0.75653553,0.76029634,0.73064864,0.699038,0.74845564
2012-04-25,0.9303404421944318,0.79865634,0.7903824,0.7412312,0.7569851,0.72219384,0.72457814,0.73683697
2012-04-26,0.971333782107305,0.79550564,0.7661637,0.73335373,0.75904024,0.7362493,0.7256609,0.62711406
2012-04-27,0.9090529711899283,0.7923826,0.7560061,0.7301529,0.7493574,0.76153266,0.7134399,0.5518818
2012-04-30,0.8954811764761964,0.769485,0.74668914,0.7324757,0.7652833,0.75907725,0.61089665,0.54230917
2012-05-01,0.8923623526081738,0.7609486,0.7421927,0.7236821,0.7918414,0.7457282,0.52612674,0.5341716
2012-05-02,0.8597931578634596,0.7502664,0.7446829,0.74043137,0.7847591,0.6436526,0.5035384,0.52957666
2012-05-03,0.8458520446122113,0.7450958,0.7337309,0.76609546,0.76555455,0.55976844,0.5026274,0.53127503
2012-05-04,0.8321538833387117,0.7453499,0.75265145,0.7574781,0.6439551,0.5397469,0.50748456,0.5204309
2012-05-07,0.8253150773498052,0.73423374,0.77466035,0.7412116,0.55117434,0.5347847,0.5141846,0.5172952
2012-05-08,0.8266366879898774,0.7518269,0.7631687,0.6257824,0.5465458,0.53313625,0.50473845,0.52384126
2012-05-09,0.8111192715098156,0.7678585,0.7512056,0.5423125,0.55807817,0.5369135,0.49788013,0.48366183
2012-05-10,0.8374091344972099,0.7582447,0.6345092,0.5394889,0.56634814,0.5259995,0.5011493,0.4718825
2012-05-11,0.8645727564951994,0.7511102,0.5579462,0.5481247,0.5697961,0.5207852,0.46888766,0.474366
2012-05-14,0.8466080077106464,0.6239548,0.549569,0.549986,0.5513441,0.52692896,0.45171276,0.47230864
2012-05-15,0.8330227313133245,0.56760037,0.5479913,0.55329275,0.54192114,0.49303836,0.452139,0.4725023
2012-05-16,0.6703956417271238,0.5700375,0.55580294,0.5408883,0.5495803,0.47712904,0.45273465,0.47789183
2012-05-17,0.599087027340488,0.55818623,0.56343716,0.5349797,0.5080163,0.47734824,0.45383826,0.49162945
2012-05-18,0.6000341729574922,0.56170547,0.5465884,0.5418409,0.48830074,0.4738869,0.45781335,0.45011148
2012-05-21,0.5889164124450138,0.56524795,0.54246366,0.49944067,0.49200076,0.47227502,0.4709118,0.4292404
2012-05-22,0.5928762489288317,0.5458214,0.54946935,0.48291296,0.4927698,0.47536987,0.43927503,0.42421365
2012-05-23,0.5985931544018834,0.5482279,0.5031709,0.48918167,0.49259824,0.48807913,0.4131669,0.44036728
2012-05-24,0.5749667216137103,0.5524168,0.49144593,0.48703575,0.4951187,0.4537983,0.4018703,0.44838452
2012-05-25,0.5757476541458314,0.49654666,0.4965311,0.4835576,0.5085698,0.42899618,0.4158352,0.44635406
2012-05-28,0.5834433220030504,0.50266093,0.49092016,0.48727733,0.4659664,0.42047095,0.42827493,0.44354376
2012-05-29,0.5164640203668411,0.5015432,0.49093562,0.5015572,0.436701,0.43567848,0.43102598,0.4371932
2012-05-30,0.5228859739072024,0.49352655,0.4946219,0.4590729,0.42995048,0.4445557,0.42857677,0.42587003
2012-05-31,0.524542634047677,0.4950049,0.5080511,0.43411025,0.45271793,0.44381762,0.42127472,0.42159587
2012-06-01,0.5145149269685985,0.497603,0.46148342,0.4312324,0.46634087,0.4408277,0.40958062,0.40819877
2012-06-04,0.5156760179536832,0.5102791,0.4401105,0.45242077,0.46346912,0.43381324,0.40306535,0.3819495
2012-06-05,0.5198742897978951,0.45264363,0.43796992,0.45960554,0.45536995,0.42276496,0.39138356,0.36303157
2012-06-06,0.5363178290480439,0.44913545,0.4583106,0.45408043,0.44537777,0.4176635,0.36903334,0.37807408
2012-06-07,0.46531802402452793,0.44444746,0.46388745,0.4496889,0.43413615,0.40628332,0.34890875,0.38168088
2012-06-08,0.46324679411251735,0.46476525,0.45918378,0.44244462,0.42976874,0.38285482,0.35762873,0.3849041
2012-06-11,0.4596603496274948,0.46320146,0.4555847,0.43098107,0.41745386,0.36260706,0.362799,0.40187144
2012-06-12,0.48631292193805786,0.46065703,0.447625,0.42669138,0.3913179,0.37306303,0.3690338,0.41381517
2012-06-13,0.48267015656739465,0.4584094,0.43633413,0.41470903,0.37001517,0.37711695,0.38622236,0.42818704
2012-06-14,0.47741069368190736,0.44994107,0.4332624,0.38976774,0.3863402,0.38110584,0.39976114,0.42431277
2012-06-15,0.47489415627791143,0.43921775,0.42028433,0.37081337,0.39394242,0.39712617,0.41425118,0.4329554
2012-06-18,0.4654430262258348,0.43867952,0.39481196,0.38864923,0.3993578,0.40944666,0.41301155,0.4515358
2012-06-19,0.45290595457931904,0.42142725,0.37704277,0.39350238,0.41586477,0.42312613,0.41844887,0.447352
2012-06-20,0.45271651426204784,0.39658275,0.39719555,0.39418194,0.42653817,0.42097417,0.43454403,0.44873124
2012-06-21,0.43358983946609286,0.3830186,0.39733452,0.4104527,0.43980902,0.42759132,0.4336625,0.45944127
2012-06-22,0.40363772266280107,0.40652713,0.39895028,0.42216063,0.43392554,0.44459772,0.43361345,0.45844275
2012-06-25,0.39010934812532827,0.39551112,0.4180459,0.43398482,0.43895373,0.44230542,0.4413349,0.45890546
2012-06-26,0.4234790115291325,0.403998,0.4257701,0.42739686,0.4582501,0.44235104,0.44143787,0.46521625
2012-06-27,0.4083596878801977,0.4212541,0.43848515,0.4348832,0.4551197,0.4513949,0.44156727,0.4658912
2012-06-28,0.41535865753769374,0.4261983,0.4309147,0.453932,0.45417276,0.45135784,0.44628352,0.46709356
2012-06-29,0.43885710535308375,0.44070372,0.4401012,0.4487775,0.4640409,0.4515904,0.44767752,0.45271325
2012-07-02,0.44230953418116903,0.42921096,0.45987815,0.44774562,0.46436876,0.45726275,0.44906768,0.44741946
2012-07-03,0.45824836711674366,0.4455499,0.450679,0.45921975,0.4648437,0.45891947,0.43685174,0.4463833
2012-07-04,0.4437828625155801,0.46115273,0.45315427,0.45906258,0.4712599,0.46032858,0.42887506,0.41433892
2012-07-05,0.4625284457347566,0.44822702,0.4658393,0.45839056,0.47267103,0.44796553,0.42587557,0.40515628
2012-07-06,0.4832641107644139,0.4581418,0.46229511,0.46537146,0.47423118,0.4413909,0.40013283,0.41535932
2012-07-09,0.46499954654170494,0.4679746,0.4638954,0.46706685,0.4592414,0.43978763,0.38671464,0.42388207
2012-07-10,0.47466544566200763,0.46224722,0.47177,0.46793756,0.45187503,0.4132728,0.393226,0.4199372
2012-07-11,0.4887172622953194,0.46740395,0.47138828,0.45345888,0.45207343,0.40082592,0.40315884,0.4257943
2012-07-12,0.48042860202284676,0.47418252,0.4734072,0.4481092,0.42282328,0.4091094,0.40396112,0.42944747
2012-07-13,0.48515917558306665,0.47256798,0.4583416,0.44872826,0.4104727,0.41778588,0.40947112,0.4136518
2012-07-16,0.49445250314648925,0.47617477,0.45414346,0.419133,0.42339936,0.41602594,0.41305256,0.40524164
2012-07-17,0.4917549137382119,0.45757976,0.45514598,0.40867233,0.43656597,0.4211436,0.40087795,0.42430568
2012-07-18,0.4953208973515676,0.46053863,0.4233214,0.42336082,0.43403727,0.42484194,0.39046717,0.42259923
2012-07-19,0.4739047310287673,0.4585057,0.41571084,0.433535,0.43747288,0.41183633,0.40451795,0.43818408
2012-07-20,0.47630585780172163,0.4201526,0.43115693,0.4269743,0.43925515,0.4021275,0.405835,0.46460184
2012-07-23,0.47567024714696526,0.42526597,0.43750757,0.4315578,0.42296976,0.41813412,0.42095393,0.4656734
2012-07-24,0.4295900420962254,0.43645722,0.43185002,0.4357995,0.41215825,0.41820374,0.4463438,0.4583254
2012-07-25,0.437507325644911,0.43912792,0.43830615,0.41917783,0.4317645,0.43196243,0.45178455,0.46845412
2012-07-26,0.4541203383027991,0.43229574,0.4407122,0.40926218,0.43269235,0.4572474,0.44512662,0.4659114
2012-07-27,0.4556601974087733,0.44320124,0.42302316,0.43079376,0.44936028,0.4606348,0.45059428,0.45524973
2012-07-30,0.44629384564831176,0.442067,0.41538638,0.42948866,0.47634333,0.45335644,0.44803253,0.4457206
2012-07-31,0.4593934126744841,0.4222322,0.4387475,0.4430503,0.47572613,0.46083292,0.4386219,0.4500925
2012-08-01,0.4583438778071157,0.42167258,0.4317296,0.46919647,0.46434245,0.45937914,0.42815,0.44695845
2012-08-02,0.4340491100040281,0.44448486,0.44901243,0.4689764,0.4723448,0.44999275,0.42948714,0.42217135
2012-08-03,0.4332013880944404,0.4284722,0.4759074,0.45720047,0.47135934,0.44016227,0.42740256,0.41090995
2012-08-06,0.4656325602068394,0.45504755,0.46909198,0.46790075,0.46110407,0.44269413,0.40750533,0.40782228
2012-08-07,0.44393994792798097,0.47545052,0.46154156,0.46653786,0.45032796,0.44044796,0.3932223,0.4237718
2012-08-08,0.47491694624973746,0.4663146,0.47468513,0.45476303,0.4550104,0.41947275,0.38735148,0.44864026
2012-08-09,0.5019404019630087,0.46390957,0.46955878,0.44524392,0.45480794,0.40651172,0.40177217,0.45288253
2012-08-10,0.48572465594210346,0.47915727,0.45949426,0.45199704,0.4310163,0.4022848,0.4281445,0.45267338
2012-08-13,0.4800886807513157,0.46865803,0.4518138,0.45011178,0.41623658,0.41703692,0.43812972,0.45137224
2012-08-14,0.5009726639392645,0.46207863,0.4585012,0.42573905,0.41361222,0.44222578,0.43955183,0.45049924
2012-08-16,0.4879544419111349,0.45538777,0.4551536,0.41404915,0.43448702,0.4490018,0.4366232,0.4581527
2012-08-17,0.478130276019731,0.46407938,0.43043512,0.41361508,0.46375147,0.44887838,0.4335126,0.46865988
2012-08-20,0.47102344998068746,0.4557055,0.42084473,0.43278798,0.46804008,0.44656888,0.43872157,0.46312824
2012-08-21,0.4824000702209915,0.4298725,0.42010108,0.45808777,0.46295732,0.44472694,0.44937474,0.4572459
2012-08-22,0.4729057320663057,0.42842048,0.43956518,0.4598515,0.45717478,0.45128542,0.44753438,0.4573594
2012-08-23,0.44122710764314677,0.42496547,0.46444306,0.4556777,0.45586625,0.4619085,0.44144613,0.4520175
2012-08-24,0.4402436316057885,0.44488382,0.46161142,0.45306498,0.46534762,0.458467,0.43856463,0.45332718
2012-08-27,0.4384654051906929,0.4648487,0.4603231,0.45222312,0.47822207,0.45203668,0.4328053,0.46478486
2012-08-28,0.46436124524601863,0.45951518,0.45829812,0.4600017,0.47258908,0.45040798,0.43319017,0.4712754
2012-08-29,0.4889389012998102,0.46303964,0.45707566,0.47115818,0.46360594,0.4455014,0.44416896,0.45388013
2012-08-30,0.47811677509056305,0.46049476,0.46638831,0.46524534,0.4621753,0.44670406,0.45284882,0.44969302
2012-08-31,0.4798231588313586,0.4603498,0.47703934,0.45779237,0.45798478,0.4577717,0.44009677,0.44013563
2012-09-03,0.477739916534474,0.46979794,0.4689344,0.45810056,0.46102008,0.46521235,0.4322393,0.41505766
2012-09-04,0.47737704522260027,0.47845158,0.46327966,0.453655,0.47491446,0.45097986,0.42127618,0.40463918
2012-09-05,0.4895145938729968,0.468095,0.46437865,0.4555955,0.4828288,0.44442543,0.39914352,0.40295592
2012-09-06,0.5001209215004946,0.46701664,0.45884562,0.46880922,0.46378917,0.43499202,0.385858,0.37647253
2012-09-07,0.48651352169067397,0.46822435,0.4620165,0.47578248,0.4550109,0.4131628,0.38226873,0.3733647
2012-09-10,0.4838358612125977,0.4605679,0.4758348,0.4567279,0.44523853,0.40072948,0.3622135,0.36372
2012-09-11,0.4863229232698376,0.46670818,0.48014832,0.45091438,0.42213756,0.39787006,0.35612378,0.34683615
2012-09-12,0.4776540773881661,0.47827658,0.46048966,0.44288787,0.41086125,0.3764697,0.3473862,0.32940626
2012-09-13,0.4845992899778413,0.48070574,0.4573845,0.4195425,0.41078478,0.37005734,0.33358577,0.32075453
2012-09-14,0.500253283083022,0.45854393,0.44849116,0.40895754,0.38762763,0.36103237,0.31760606,0.32195327
2012-09-17,0.5018113971528879,0.46471295,0.4241051,0.4100675,0.38257462,0.34669757,0.307322,0.33536273
2012-09-18,0.47452111289358456,0.44955045,0.41615152,0.38620833,0.37381846,0.33033568,0.3068259,0.3437055
2012-09-19,0.48079558136589173,0.42548776,0.41679183,0.38139924,0.3578661,0.31993365,0.31948417,0.32054597
2012-09-20,0.4654488275454196,0.4239192,0.3906641,0.37374634,0.3397979,0.3197384,0.3308282,0.29352027
2012-09-21,0.43606035223370276,0.42186913,0.38866696,0.35826415,0.3299137,0.33209187,0.31559804,0.27940372
2012-09-24,0.4354408061679238,0.38877022,0.37986344,0.34056744,0.33192512,0.34096295,0.29011384,0.28549868
2012-09-25,0.4352063812894197,0.39808792,0.36276013,0.33179122,0.34857082,0.32337624,0.27099812,0.2931281
2012-09-26,0.3953803271261406,0.38041162,0.3465979,0.33429915,0.35868067,0.29754382,0.270693,0.29857677
2012-09-27,0.4091778948567264,0.3662324,0.33835575,0.34856266,0.33444685,0.27964753,0.2779134,0.28649598
2012-09-28,0.39005544434859274,0.35041672,0.3411342,0.355514,0.30116993,0.2811714,0.2868083,0.2819991
2012-10-01,0.372047631894978,0.34466907,0.35571775,0.33094937,0.28271222,0.28871194,0.28094012,0.2791675
2012-10-03,0.35527956071460864,0.34727553,0.360727,0.30228034,0.2905885,0.2956577,0.2758305,0.29064044
2012-10-04,0.35073602854006236,0.36094052,0.33413893,0.28748757,0.30311012,0.28698397,0.2709526,0.3011124
2012-10-05,0.355289006331619,0.3616657,0.30586752,0.29544944,0.31162366,0.2808715,0.27872914,0.30224237
2012-10-08,0.3724057372771883,0.3310328,0.2928074,0.30479878,0.2982472,0.27654317,0.28930277,0.29078373
2012-10-09,0.3717508627119266,0.3075647,0.30239844,0.30859467,0.2885644,0.28593603,0.2941001,0.27659106
2012-10-10,0.3312775966580732,0.29977655,0.310916,0.29506144,0.28374422,0.29678807,0.28618258,0.28596416
2012-10-11,0.30894824704491286,0.31185287,0.31391186,0.28885207,0.29662952,0.3000656,0.27183163,0.29340702
2012-10-12,0.3034715550128142,0.3135685,0.29962245,0.28626058,0.3096906,0.2905867,0.27481315,0.29929915
2012-10-15,0.3197917228445638,0.3171166,0.2943865,0.29845387,0.31196982,0.27625856,0.28044668,0.28982097
2012-10-16,0.3210466290409505,0.29891026,0.29244393,0.30901116,0.29818007,0.28093892,0.28787822,0.28312367
2012-10-17,0.32379460219331946,0.3004025,0.30544057,0.3089295,0.2804049,0.28767008,0.2831063,0.28421658
2012-10-18,0.30092631928615143,0.29627833,0.31516504,0.2963117,0.288027,0.29459894,0.27672,0.31012335
2012-10-19,0.3056360551445314,0.3125158,0.31339473,0.28141412,0.2983057,0.28823197,0.27507022,0.3242387
2012-10-22,0.3014001219516447,0.31698272,0.30041525,0.29098147,0.30715626,0.28116566,0.29570684,0.31764713
2012-10-23,0.32132287079451816,0.31482592,0.28609276,0.29999572,0.29775235,0.28022212,0.3116068,0.3116338
2012-10-24,0.3251880779877484,0.3011541,0.29885155,0.30548626,0.2878186,0.3024289,0.31132492,0.3090478
2012-10-25,0.320783296894661,0.28959462,0.30603558,0.295108,0.28696805,0.3179798,0.30630976,0.30838346
2012-10-26,0.30386957182625707,0.30788332,0.31029278,0.28760058,0.3142842,0.31574458,0.301188,0.31080842
2012-10-29,0.29173656276518034,0.30740625,0.29974133,0.28915447,0.3316034,0.30976653,0.29805684,0.31342012
2012-10-30,0.31734746923823964,0.3142255,0.2926369,0.3152555,0.32607847,0.30530366,0.2990791,0.30950016
2012-10-31,0.3149423879919413,0.29913047,0.29573438,0.3301394,0.3161442,0.30349135,0.30192593,0.30633965
2012-11-01,0.32084599135962977,0.29774752,0.32444754,0.32157263,0.31025276,0.30559987,0.3002486,0.29201913
2012-11-02,0.30234077514897617,0.30126348,0.33411458,0.3136804,0.31055826,0.3088188,0.29743338,0.2835173
2012-11-05,0.3021455955292419,0.33071572,0.32385916,0.31158978,0.31526747,0.3063449,0.2845858,0.28886667
2012-11-06,0.307410937493501,0.33273226,0.3182303,0.31206807,0.31948084,0.30300227,0.2743191,0.2928289
2012-11-07,0.3470790229008902,0.32358533,0.31710997,0.3148954,0.31567323,0.29011795,0.27611452,0.2933905
2012-11-08,0.3425586566793102,0.32289076,0.31773385,0.31800586,0.31138414,0.28081512,0.28041452,0.29542512
2012-11-09,0.32806506967573024,0.32143143,0.32122213,0.31453496,0.2965564,0.28390175,0.2833736,0.3001359
2012-11-12,0.3284787564196122,0.32177025,0.32406846,0.31100583,0.28671908,0.28823304,0.28648123,0.290717
2012-11-13,0.32791563236179366,0.32545725,0.31971186,0.29720122,0.29277456,0.29026294,0.29088816,0.2863158
2012-11-14,0.3283007314628885,0.32737285,0.31655574,0.28874248,0.29965943,0.29247576,0.28393456,0.27934092
2012-11-15,0.3326411046015437,0.32151195,0.3022962,0.29517633,0.30195528,0.2964885,0.2786749,0.27350143
2012-11-16,0.3346985147981335,0.32067323,0.29465365,0.30049202,0.30332738,0.28905758,0.2711181,0.27145946
2012-11-19,0.3273310971624175,0.3031412,0.30268434,0.30070192,0.3066523,0.2839589,0.26464477,0.28524795
2012-11-20,0.32652309988793915,0.3001592,0.30661654,0.3015493,0.29657024,0.27691373,0.26182118,0.32600814
2012-11-21,0.30550099066851955,0.30971125,0.30598778,0.30589637,0.2909236,0.27098033,0.27291042,0.31957674
2012-11-22,0.3045370223147714,0.3089701,0.30752313,0.29656544,0.28343648,0.26828572,0.30818135,0.31011018
