,Volatility_Copper_True_LSTM_GARCH_train,Volatility_Copper_5_train_GARCH_LSTM,Volatility_Copper_5_train_real_GARCH_LSTM,Volatility_Copper_22_train_GARCH_LSTM,Volatility_Copper_22_train_real_GARCH_LSTM
2006-08-03,0.42881427476199063,0.38688076,0.3680289828621385,0.31391206,0.3039308588474092
2006-08-04,0.4294612574469576,0.3701157,0.37643882462942924,0.29496917,0.326599595362548
2006-08-07,0.4173608889487571,0.36853004,0.4042209612442369,0.28853557,0.3229466027685476
2006-08-08,0.4086519990751002,0.38605183,0.4061024129016575,0.28584874,0.32576231372552145
2006-08-09,0.3730413966024063,0.397606,0.4116327857947224,0.2868384,0.33428962831281117
2006-08-10,0.3680289828621385,0.40493923,0.43228491252200607,0.2919566,0.3597721286883224
2006-08-11,0.37643882462942924,0.41841727,0.3714223158741743,0.30701822,0.3607656389180226
2006-08-14,0.4042209612442369,0.3936821,0.37568420736595753,0.3202569,0.3584556455671184
2006-08-16,0.4061024129016575,0.37639898,0.37486520373323795,0.3282125,0.35854366215527766
2006-08-17,0.4116327857947224,0.3701759,0.36927911957902226,0.33230156,0.35402828388708585
2006-08-18,0.43228491252200607,0.36719942,0.3693953142513904,0.33206898,0.34600298107053196
2006-08-21,0.3714223158741743,0.36716777,0.36984142269706066,0.32787433,0.3472334932435749
2006-08-22,0.37568420736595753,0.3667594,0.3661763950551815,0.32401356,0.3471714344215113
2006-08-23,0.37486520373323795,0.36491576,0.35673151282505644,0.32117897,0.3329222583496736
2006-08-24,0.36927911957902226,0.35887265,0.35732047346213036,0.31377274,0.3234916662408309
2006-08-25,0.3693953142513904,0.3553293,0.3748658340521066,0.3042264,0.29306491082114494
2006-08-28,0.36984142269706066,0.36366835,0.31865959940553246,0.28676495,0.2889126275021132
2006-08-29,0.3661763950551815,0.3416875,0.3039308588474092,0.27148482,0.2839885299424256
2006-08-30,0.35673151282505644,0.31595582,0.326599595362548,0.25958386,0.26320500071365716
2006-08-31,0.35732047346213036,0.31346118,0.3229466027685476,0.24573144,0.2508394536218763
2006-09-01,0.3748658340521066,0.31737614,0.32576231372552145,0.23209485,0.281840384081374
2006-09-04,0.31865959940553246,0.3222675,0.33428962831281117,0.23304462,0.29408198874148994
2006-09-05,0.3039308588474092,0.3282302,0.3597721286883224,0.2429812,0.31546557654196605
2006-09-06,0.326599595362548,0.34406444,0.3607656389180226,0.26153526,0.32682396018056714
2006-09-07,0.3229466027685476,0.35394278,0.3584556455671184,0.2819479,0.3279483301935794
2006-09-08,0.32576231372552145,0.35675973,0.35854366215527766,0.29699358,0.3292357367495923
2006-09-11,0.33428962831281117,0.35675508,0.35402828388708585,0.3062391,0.3246206833821341
2006-09-12,0.3597721286883224,0.3535948,0.34600298107053196,0.30866784,0.32551595812381273
2006-09-13,0.3607656389180226,0.34774008,0.3472334932435749,0.30853593,0.30530613605122714
2006-09-14,0.3584556455671184,0.34498656,0.3471714344215113,0.29927748,0.35041206562752547
2006-09-15,0.35854366215527766,0.34440884,0.3329222583496736,0.3081686,0.36325483539445047
2006-09-18,0.35402828388708585,0.33720225,0.3234916662408309,0.3231253,0.3316434575167021
2006-09-19,0.34600298107053196,0.32731166,0.29306491082114494,0.32164344,0.3270498327570075
2006-09-20,0.3472334932435749,0.3071934,0.2889126275021132,0.31499073,0.3282375262444315
2006-09-21,0.3471714344215113,0.29192075,0.2839885299424256,0.3091222,0.3219206452042024
2006-09-22,0.3329222583496736,0.2835885,0.26320500071365716,0.30236927,0.2884189958900517
2006-09-25,0.3234916662408309,0.2712577,0.2508394536218763,0.2856256,0.2860294840432571
2006-09-26,0.29306491082114494,0.25770655,0.281840384081374,0.2710324,0.2861983253312461
2006-09-27,0.2889126275021132,0.2647993,0.29408198874148994,0.26094514,0.28584084535172316
2006-09-28,0.2839885299424256,0.28036872,0.31546557654196605,0.25502974,0.2838195928383759
2006-09-29,0.26320500071365716,0.29989734,0.32682396018056714,0.25173566,0.2622699616838061
2006-10-03,0.2508394536218763,0.31600463,0.3279483301935794,0.2433599,0.28286512717577306
2006-10-04,0.281840384081374,0.3236019,0.3292357367495923,0.24348998,0.2894445746661095
2006-10-05,0.29408198874148994,0.32676014,0.3246206833821341,0.24891934,0.2867602230257523
2006-10-06,0.31546557654196605,0.3247385,0.32551595812381273,0.25357783,0.28679406056827383
2006-10-09,0.32682396018056714,0.32344615,0.30530613605122714,0.2570378,0.2886827333181802
2006-10-10,0.3279483301935794,0.31301478,0.35041206562752547,0.2600604,0.31611160831210317
2006-10-11,0.3292357367495923,0.3282498,0.36325483539445047,0.27275527,0.3246086136401549
2006-10-12,0.3246206833821341,0.34761402,0.3316434575167021,0.28736022,0.4110439014324694
2006-10-13,0.32551595812381273,0.34109676,0.3270498327570075,0.33233196,0.41225632788917077
2006-10-16,0.30530613605122714,0.33136958,0.3282375262444315,0.37105903,0.3836152156471214
2006-10-17,0.35041206562752547,0.3254109,0.3219206452042024,0.38265982,0.37288584804524927
2006-10-18,0.36325483539445047,0.32151064,0.2884189958900517,0.37914342,0.35932489900334275
2006-10-19,0.3316434575167021,0.30406183,0.2860294840432571,0.36660963,0.3453426105901225
2006-10-20,0.3270498327570075,0.28921694,0.2861983253312461,0.3490919,0.342052404405883
2006-10-23,0.3282375262444315,0.28295866,0.28584084535172316,0.33369005,0.35929987887076964
2006-10-24,0.3219206452042024,0.282564,0.2838195928383759,0.32952067,0.35611418269815953
2006-10-25,0.2884189958900517,0.28266662,0.2622699616838061,0.32751378,0.355508036628543
2006-10-26,0.2860294840432571,0.271579,0.28286512717577306,0.3263149,0.35418144731188894
2006-10-27,0.2861983253312461,0.2730872,0.2894445746661095,0.32520908,0.3159053243479495
2006-10-30,0.28584084535172316,0.28086376,0.2867602230257523,0.31028503,0.3077089491961458
2006-10-31,0.2838195928383759,0.28442103,0.28679406056827383,0.29454055,0.3076527017284657
2006-11-01,0.2622699616838061,0.28555098,0.2886827333181802,0.28318655,0.3143841924294337
2006-11-02,0.28286512717577306,0.28583163,0.31611160831210317,0.27864307,0.3122607108495633
2006-11-03,0.2894445746661095,0.3001919,0.3246086136401549,0.27693063,0.3123724639660188
2006-11-06,0.2867602230257523,0.31416854,0.4110439014324694,0.27707967,0.3241663715799601
2006-11-07,0.28679406056827383,0.36139402,0.41225632788917077,0.28258842,0.3370516740312296
2006-11-08,0.2886827333181802,0.39189357,0.3836152156471214,0.29315943,0.3398215169155736
2006-11-09,0.31611160831210317,0.39017314,0.37288584804524927,0.30292088,0.34068371684217347
2006-11-10,0.3246086136401549,0.37890887,0.35932489900334275,0.3099781,0.3395943638952892
2006-11-13,0.4110439014324694,0.36303115,0.3453426105901225,0.31321588,0.34086979041043786
2006-11-14,0.41225632788917077,0.3495454,0.342052404405883,0.31522402,0.3276817941507295
2006-11-15,0.3836152156471214,0.34187514,0.35929987887076964,0.3109241,0.32275544128478517
2006-11-16,0.37288584804524927,0.3482693,0.35611418269815953,0.30440417,0.32287853594631344
2006-11-17,0.35932489900334275,0.35270303,0.355508036628543,0.29927945,0.3230483095656679
2006-11-20,0.3453426105901225,0.35354394,0.35418144731188894,0.29600304,0.3205425923752757
2006-11-21,0.342052404405883,0.35275152,0.3159053243479495,0.29318944,0.3032406259216861
2006-11-22,0.35929987887076964,0.33267635,0.3077089491961458,0.28490415,0.2992951864958663
2006-11-23,0.35611418269815953,0.3139766,0.3076527017284657,0.27675763,0.181974003097204
2006-11-24,0.355508036628543,0.30515566,0.3143841924294337,0.24190374,0.18275607820567816
2006-11-27,0.35418144731188894,0.3074099,0.3122607108495633,0.21155074,0.18196125847028652
2006-11-28,0.3159053243479495,0.3101111,0.3123724639660188,0.18810722,0.1815257307900944
2006-11-29,0.3077089491961458,0.31043535,0.3241663715799601,0.17128988,0.17612901970015435
2006-11-30,0.3076527017284657,0.31649455,0.3370516740312296,0.15961714,0.17575241802451483
2006-12-01,0.3143841924294337,0.327143,0.3398215169155736,0.15274666,0.17486447644748962
2006-12-04,0.3122607108495633,0.33444032,0.34068371684217347,0.14961989,0.28746062693994123
2006-12-05,0.3123724639660188,0.33787298,0.3395943638952892,0.18547928,0.2895773829754733
2006-12-06,0.3241663715799601,0.33800617,0.34086979041043786,0.22826505,0.2989605509284189
2006-12-07,0.3370516740312296,0.3381431,0.3276817941507295,0.26502848,0.2989002032944805
2006-12-08,0.3398215169155736,0.33161777,0.32275544128478517,0.28858045,0.28879652169638237
2006-12-11,0.34068371684217347,0.32428885,0.32287853594631344,0.29572004,0.3376919572213184
2006-12-12,0.3395943638952892,0.32087794,0.3230483095656679,0.3148118,0.33803418828440157
2006-12-13,0.34086979041043786,0.32028264,0.3205425923752757,0.32862997,0.33209358617905327
2006-12-14,0.3276817941507295,0.31942055,0.3032406259216861,0.33255166,0.33159731974995865
2006-12-15,0.32275544128478517,0.3099343,0.2992951864958663,0.33111146,0.33095789058351177
2006-12-18,0.32287853594631344,0.30106884,0.181974003097204,0.32695395,0.314148974726997
2006-12-19,0.3230483095656679,0.26042587,0.18275607820567816,0.31544575,0.3167032588530828
2006-12-20,0.3205425923752757,0.22077236,0.18196125847028652,0.3059662,0.32339194844589525
2006-12-21,0.3032406259216861,0.18827768,0.1815257307900944,0.30159324,0.32383037219078503
2006-12-22,0.2992951864958663,0.1717186,0.17612901970015435,0.29940122,0.3302263326643181
2006-12-26,0.181974003097204,0.17525394,0.17575241802451483,0.30090183,0.33463186703206826
2006-12-27,0.18275607820567816,0.17290877,0.17486447644748962,0.3041358,0.33804093535563695
2006-12-28,0.18196125847028652,0.1713731,0.28746062693994123,0.30805808,0.352806153469588
2006-12-29,0.1815257307900944,0.21944852,0.2895773829754733,0.31670028,0.3553659862087808
2007-01-01,0.17612901970015435,0.25905782,0.2989605509284189,0.3245147,0.35802214800325916
2007-01-02,0.17575241802451483,0.2853043,0.2989002032944805,0.33056298,0.3647044716297405
2007-01-03,0.17486447644748962,0.296542,0.28879652169638237,0.33670783,0.3843670936049277
2007-01-04,0.28746062693994123,0.29176307,0.3376919572213184,0.34815806,0.3802725769339296
2007-01-05,0.2895773829754733,0.31245548,0.33803418828440157,0.35507914,0.4055581738535593
2007-01-08,0.2989605509284189,0.32751185,0.33209358617905327,0.3689455,0.4055297818914676
2007-01-09,0.2989002032944805,0.33151692,0.33159731974995865,0.37886673,0.4020428824691964
2007-01-10,0.28879652169638237,0.331371,0.33095789058351177,0.38267222,0.4183880971624271
2007-01-11,0.3376919572213184,0.32903385,0.314148974726997,0.38984394,0.41892707750721525
2007-01-12,0.33803418828440157,0.32005775,0.3167032588530828,0.39476705,0.4532999481237975
2007-01-15,0.33209358617905327,0.31510487,0.32339194844589525,0.41150746,0.45310163662750313
2007-01-16,0.33159731974995865,0.3173266,0.32383037219078503,0.42388684,0.3736376062043488
2007-01-17,0.33095789058351177,0.32023668,0.3302263326643181,0.39818525,0.3699389673372979
2007-01-18,0.314148974726997,0.325019,0.33463186703206826,0.3734309,0.35389213989875634
2007-01-19,0.3167032588530828,0.32975474,0.33804093535563695,0.34943256,0.36162982497931573
2007-01-22,0.32339194844589525,0.33369023,0.352806153469588,0.33538216,0.37075988413645633
2007-01-23,0.32383037219078503,0.34318233,0.3553659862087808,0.33115336,0.3702004080359249
2007-01-24,0.3302263326643181,0.3499113,0.35802214800325916,0.3304302,0.3818428613624788
2007-01-25,0.33463186703206826,0.35403383,0.3647044716297405,0.3357115,0.3727499653518559
2007-01-29,0.33804093535563695,0.35905546,0.3843670936049277,0.33753726,0.3781707425709052
2007-01-30,0.352806153469588,0.37157783,0.3802725769339296,0.34053296,0.38734060540951676
2007-01-31,0.3553659862087808,0.37663427,0.4055581738535593,0.34679732,0.38708179407727394
2007-02-01,0.35802214800325916,0.3909979,0.4055297818914676,0.3517746,0.37372983127894344
2007-02-02,0.3647044716297405,0.39897916,0.4020428824691964,0.34965497,0.3743136908229633
2007-02-05,0.3843670936049277,0.39972657,0.4183880971624271,0.34695536,0.3784175254657731
2007-02-06,0.3802725769339296,0.4079134,0.41892707750721525,0.3465923,0.3827290546012252
2007-02-07,0.4055581738535593,0.41278142,0.4532999481237975,0.34822834,0.3855339042239234
2007-02-08,0.4055297818914676,0.43259907,0.45310163662750313,0.35108694,0.3933468954004208
2007-02-09,0.4020428824691964,0.4432362,0.3736376062043488,0.3564776,0.3730889786577205
2007-02-12,0.4183880971624271,0.40693456,0.3699389673372979,0.35233083,0.375462203346394
2007-02-13,0.41892707750721525,0.3768845,0.35389213989875634,0.34873027,0.3744610458302189
2007-02-14,0.4532999481237975,0.35504466,0.36162982497931573,0.34565014,0.4025338853286069
2007-02-15,0.45310163662750313,0.35366803,0.37075988413645633,0.35498267,0.35584724861305117
2007-02-16,0.3736376062043488,0.362566,0.3702004080359249,0.34540164,0.35402066817178723
2007-02-19,0.3699389673372979,0.36630017,0.3818428613624788,0.3347291,0.34196668763549987
2007-02-20,0.35389213989875634,0.37380767,0.3727499653518559,0.3225959,0.33803652652323046
2007-02-21,0.36162982497931573,0.37287182,0.3781707425709052,0.31243646,0.3393474982942766
2007-02-22,0.37075988413645633,0.37369117,0.38734060540951676,0.30653682,0.3333439721043937
2007-02-23,0.3702004080359249,0.3797497,0.38708179407727394,0.3015604,0.3266429894676016
2007-02-26,0.3818428613624788,0.38283235,0.37372983127894344,0.29622158,0.321575837205183
2007-02-27,0.3727499653518559,0.37695506,0.3743136908229633,0.29116213,0.322026742481764
2007-02-28,0.3781707425709052,0.37254035,0.3784175254657731,0.2882492,0.309671708286576
2007-03-01,0.38734060540951676,0.37325698,0.3827290546012252,0.282556,0.31250116016555196
2007-03-02,0.38708179407727394,0.37699148,0.3855339042239234,0.27956307,0.3122351025473249
2007-03-05,0.37372983127894344,0.38069898,0.3933468954004208,0.27844796,0.3105942048367961
2007-03-06,0.3743136908229633,0.38634187,0.3730889786577205,0.27787688,0.3052156315940513
2007-03-07,0.3784175254657731,0.3785477,0.375462203346394,0.27597973,0.27776653269169493
2007-03-08,0.3827290546012252,0.3733718,0.3744610458302189,0.265032,0.26783951925931615
2007-03-09,0.3855339042239234,0.3715076,0.4025338853286069,0.25230998,0.28267443241582835
2007-03-12,0.3933468954004208,0.38588813,0.35584724861305117,0.24780099,0.27063905847354164
2007-03-13,0.3730889786577205,0.37109786,0.35402066817178723,0.24303468,0.25060302111523625
2007-03-14,0.375462203346394,0.35688645,0.34196668763549987,0.2335763,0.2719820796872182
2007-03-15,0.3744610458302189,0.34473115,0.33803652652323046,0.23315592,0.25822771272687217
2007-03-16,0.4025338853286069,0.3371163,0.3393474982942766,0.23083329,0.2577796391343059
2007-03-19,0.35584724861305117,0.3364634,0.3333439721043937,0.22932167,0.2620417540037937
2007-03-20,0.35402066817178723,0.33337173,0.3266429894676016,0.23023911,0.264786664955471
2007-03-21,0.34196668763549987,0.32817405,0.321575837205183,0.2330093,0.2641793872833923
2007-03-22,0.33803652652323046,0.32250348,0.322026742481764,0.2355452,0.2461258105179245
2007-03-23,0.3393474982942766,0.31985182,0.309671708286576,0.23104331,0.2419286209245902
2007-03-26,0.3333439721043937,0.31323433,0.31250116016555196,0.22478446,0.2567833290420686
2007-03-27,0.3266429894676016,0.31019756,0.3122351025473249,0.22519222,0.2600745870778496
2007-03-28,0.321575837205183,0.3096524,0.3105942048367961,0.2286992,0.2318348797642286
2007-03-29,0.322026742481764,0.30896372,0.3052156315940513,0.22234583,0.23522339604048423
2007-03-30,0.309671708286576,0.30597764,0.27776653269169493,0.2165904,0.23767305592886437
2007-04-02,0.31250116016555196,0.2904189,0.26783951925931615,0.21347114,0.24453461971114684
2007-04-03,0.3122351025473249,0.27427012,0.28267443241582835,0.21461682,0.2375021959780043
2007-04-04,0.3105942048367961,0.27330643,0.27063905847354164,0.21440446,0.23871428445920204
2007-04-05,0.3052156315940513,0.2713353,0.25060302111523625,0.21459536,0.23818034820895465
2007-04-06,0.27776653269169493,0.2602479,0.2719820796872182,0.21483716,0.24638665309110705
2007-04-09,0.26783951925931615,0.2618239,0.25822771272687217,0.21813647,0.22455305965914832
2007-04-10,0.28267443241582835,0.25913945,0.2577796391343059,0.21366315,0.22689345698032967
2007-04-11,0.27063905847354164,0.25683922,0.2620417540037937,0.20936224,0.249057786570517
2007-04-12,0.25060302111523625,0.2580859,0.264786664955471,0.21431491,0.24630015646966694
2007-04-13,0.2719820796872182,0.26005498,0.2641793872833923,0.21946044,0.2849733077559543
2007-04-16,0.25822771272687217,0.2618603,0.2461258105179245,0.23809299,0.2663397856911002
2007-04-17,0.2577796391343059,0.25346977,0.2419286209245902,0.24747387,0.28475018226714166
2007-04-18,0.2620417540037937,0.24428773,0.2567833290420686,0.2585792,0.3069289663693471
2007-04-19,0.264786664955471,0.24689777,0.2600745870778496,0.27497125,0.3085339412589163
2007-04-20,0.2641793872833923,0.2531422,0.2318348797642286,0.28745213,0.2925209759800582
2007-04-23,0.2461258105179245,0.2438437,0.23522339604048423,0.28800997,0.30366719665989095
2007-04-24,0.2419286209245902,0.2354747,0.23767305592886437,0.2890435,0.2948276783945337
2007-04-25,0.2567833290420686,0.23257205,0.24453461971114684,0.28525856,0.3090641136101363
2007-04-26,0.2600745870778496,0.23686934,0.2375021959780043,0.28643718,0.3547173462607327
2007-04-27,0.2318348797642286,0.2375081,0.23871428445920204,0.3060828,0.35456251787859694
2007-04-30,0.23522339604048423,0.23648962,0.23818034820895465,0.32347506,0.3391296178838934
2007-05-01,0.23767305592886437,0.23569682,0.24638665309110705,0.32783115,0.3382250465416604
2007-05-02,0.24453461971114684,0.2393128,0.22455305965914832,0.32680932,0.3591246026266919
2007-05-03,0.2375021959780043,0.23231664,0.22689345698032967,0.33247405,0.3585050943419539
2007-05-04,0.23871428445920204,0.22611788,0.249057786570517,0.33648688,0.3653761872964757
2007-05-07,0.23818034820895465,0.23430772,0.24630015646966694,0.34109193,0.3575111807001923
2007-05-08,0.24638665309110705,0.24079409,0.2849733077559543,0.34037727,0.35869291304586526
2007-05-09,0.22455305965914832,0.26239973,0.2663397856911002,0.3388196,0.3411614382791034
2007-05-10,0.22689345698032967,0.266938,0.28475018226714166,0.3299788,0.3485194813587075
2007-05-11,0.249057786570517,0.2753709,0.3069289663693471,0.32497567,0.3615134643401605
2007-05-14,0.24630015646966694,0.2920277,0.3085339412589163,0.3270407,0.36062662592633843
2007-05-15,0.2849733077559543,0.3015921,0.2925209759800582,0.32930496,0.36459340475596314
2007-05-16,0.2663397856911002,0.29823932,0.30366719665989095,0.33278412,0.36586241443312617
2007-05-17,0.28475018226714166,0.29857555,0.2948276783945337,0.33561304,0.3691795439201163
2007-05-18,0.3069289663693471,0.2954088,0.3090641136101363,0.3386261,0.36539070905286686
2007-05-21,0.3085339412589163,0.30062988,0.3547173462607327,0.3390915,0.3641216998609289
2007-05-22,0.2925209759800582,0.32769164,0.35456251787859694,0.3383389,0.37057728019128133
2007-05-23,0.30366719665989095,0.34401676,0.3391296178838934,0.3397394,0.3597740264799125
2007-05-24,0.2948276783945337,0.34333816,0.3382250465416604,0.33687684,0.35209964305018737
2007-05-25,0.3090641136101363,0.3389724,0.3591246026266919,0.33084798,0.3251806089500533
2007-05-28,0.3547173462607327,0.34654862,0.3585050943419539,0.3158043,0.3303483206684996
2007-05-29,0.35456251787859694,0.3533648,0.3653761872964757,0.30570576,0.3140742290664502
2007-05-30,0.3391296178838934,0.35955554,0.3575111807001923,0.29385704,0.29467926686822776
2007-05-31,0.3382250465416604,0.35821408,0.35869291304586526,0.27894694,0.29429206396155616
2007-06-01,0.3591246026266919,0.35637707,0.3411614382791034,0.26773205,0.2955804681438534
2007-06-04,0.3585050943419539,0.34702015,0.3485194813587075,0.26155388,0.2766632551718351
2007-06-05,0.3653761872964757,0.34414235,0.3615134643401605,0.25261217,0.27592661855258827
2007-06-06,0.3575111807001923,0.351805,0.36062662592633843,0.2460167,0.2405305579825057
2007-06-07,0.35869291304586526,0.35654315,0.36459340475596314,0.23163037,0.1960798218510281
2007-06-08,0.3411614382791034,0.36039674,0.36586241443312617,0.20969,0.19681072774934336
2007-06-11,0.3485194813587075,0.36246556,0.3691795439201163,0.19133186,0.19659534703233203
2007-06-12,0.3615134643401605,0.3647891,0.36539070905286686,0.17811063,0.1963557494187331
2007-06-13,0.36062662592633843,0.36414737,0.3641216998609289,0.16999492,0.18021393689360418
2007-06-14,0.36459340475596314,0.36243695,0.37057728019128133,0.16238344,0.18030909828025335
2007-06-15,0.36586241443312617,0.36504474,0.3597740264799125,0.15745446,0.17809206027616245
2007-06-18,0.3691795439201163,0.3613103,0.35209964305018737,0.15468606,0.17737363618780352
2007-06-19,0.36539070905286686,0.35422468,0.3251806089500533,0.1537188,0.17309438086290727
2007-06-20,0.3641216998609289,0.33684683,0.3303483206684996,0.15292144,0.18959710073357092
2007-06-21,0.37057728019128133,0.32788014,0.3140742290664502,0.15792686,0.16378784129919352
2007-06-22,0.3597740264799125,0.31825414,0.29467926686822776,0.15623322,0.1523556769070694
2007-06-25,0.35209964305018737,0.30349168,0.29429206396155616,0.15065464,0.13478992067955878
2007-06-26,0.3251806089500533,0.2943841,0.2955804681438534,0.14168689,0.14263608009923853
2007-06-27,0.3303483206684996,0.2917766,0.2766632551718351,0.13564475,0.13341072166870308
2007-06-28,0.3140742290664502,0.2833417,0.27592661855258827,0.12997755,0.1335595502764139
2007-06-29,0.29467926686822776,0.2764879,0.2405305579825057,0.12609667,0.13644156684939104
2007-07-02,0.29429206396155616,0.25753945,0.1960798218510281,0.124742806,0.1381411216789085
2007-07-03,0.2955804681438534,0.22904082,0.19681072774934336,0.12527025,0.1394616074261356
2007-07-04,0.2766632551718351,0.20526633,0.19659534703233203,0.12680057,0.1343732350472169
2007-07-05,0.27592661855258827,0.19120313,0.1963557494187331,0.12713099,0.15986306359169603
2007-07-06,0.2405305579825057,0.19047499,0.18021393689360418,0.13372548,0.15862528678609542
2007-07-09,0.1960798218510281,0.18592592,0.18030909828025335,0.14025351,0.14414958328907126
2007-07-10,0.19681072774934336,0.17965011,0.17809206027616245,0.14124325,0.14581080459884013
2007-07-11,0.19659534703233203,0.1752651,0.17737363618780352,0.1406907,0.15908334966762475
2007-07-12,0.1963557494187331,0.173486,0.17309438086290727,0.14307871,0.1596671963421201
