,Volatility_Copper_True_train,Volatility_Copper_5_train_LSTM,Volatility_Copper_5_train_real_LSTM,Volatility_Copper_22_train_LSTM,Volatility_Copper_22_train_real_LSTM
2006-05-15,0.360673463787912,0.45695323,0.5456239110909469,0.7308749,0.8265426235741188
2006-05-16,0.3868612133720172,0.48910064,0.545129020863527,0.7323289,0.828048716038859
2006-05-17,0.3909233219034205,0.521305,0.6688746195849158,0.74040043,0.8257165138725348
2006-05-18,0.46059132177243334,0.5671008,0.72589859963746,0.7453904,0.8315388532962577
2006-05-19,0.4555178708470978,0.64559644,0.7266717583084926,0.74965537,0.8480563226937106
2006-05-22,0.5456239110909469,0.7013625,0.7285971929450658,0.7541168,0.8393958759825156
2006-05-23,0.545129020863527,0.7282241,0.728059717035294,0.7556309,0.8326365431190212
2006-05-24,0.6688746195849158,0.7411097,0.7427761004084168,0.75263155,0.7870331155903002
2006-05-25,0.72589859963746,0.7444151,0.7423391977159086,0.73790866,0.8133949315407865
2006-05-26,0.7266717583084926,0.7405222,0.7720843116704128,0.72767776,0.8202766124944777
2006-05-29,0.7285971929450658,0.74108434,0.778182932422436,0.7234058,0.8221691920555976
2006-05-30,0.728059717035294,0.74514014,0.7776512042229005,0.72118634,0.8145195283953567
2006-05-31,0.7427761004084168,0.7439958,0.7848477341794392,0.7193476,0.8180646236280656
2006-06-01,0.7423391977159086,0.7414958,0.7577519602971666,0.7177393,0.7747140057228206
2006-06-02,0.7720843116704128,0.732525,0.7940075289700729,0.7080785,0.7758873980340835
2006-06-05,0.778182932422436,0.7301017,0.7869174430915122,0.696414,0.6303959248899464
2006-06-06,0.7776512042229005,0.7343936,0.786021064683685,0.6522277,0.5887657443266504
2006-06-07,0.7848477341794392,0.73667693,0.8265426235741188,0.5975722,0.6343309759843648
2006-06-08,0.7577519602971666,0.7445692,0.828048716038859,0.5688015,0.6275376013348367
2006-06-09,0.7940075289700729,0.761905,0.8257165138725348,0.55880564,0.6288670678138506
2006-06-12,0.7869174430915122,0.7668323,0.8315388532962577,0.5542935,0.6228325896245358
2006-06-13,0.786021064683685,0.7730935,0.8480563226937106,0.5529089,0.6227795880411782
2006-06-14,0.8265426235741188,0.77941567,0.8393958759825156,0.55318475,0.5932423013603394
2006-06-15,0.828048716038859,0.7817091,0.8326365431190212,0.54870766,0.5832906876215206
2006-06-16,0.8257165138725348,0.776251,0.7870331155903002,0.54178506,0.5957631453748669
2006-06-19,0.8315388532962577,0.7577225,0.8133949315407865,0.53658134,0.5840942547555908
2006-06-20,0.8480563226937106,0.7479909,0.8202766124944777,0.53143847,0.5764347791400717
2006-06-21,0.8393958759825156,0.74494356,0.8221691920555976,0.52398443,0.5643365781127021
2006-06-22,0.8326365431190212,0.7446783,0.8145195283953567,0.51410985,0.5611957975900098
2006-06-23,0.7870331155903002,0.74430096,0.8180646236280656,0.50898826,0.5626467319461429
