,Volatility_Copper_True_train,Volatility_Copper_3_train_LSTM
2013-04-23,0.16478416834458934,0.17010614
2013-04-24,0.16519401895110405,0.18524821
2013-04-25,0.1759083358465194,0.18797733
2013-04-26,0.19297355181049317,0.19294307
2013-04-29,0.19196663981821874,0.1876312
2013-04-30,0.19762753158044247,0.2033745
2013-05-01,0.1876700540110954,0.20226471
2013-05-02,0.21389043289027657,0.2701018
2013-05-03,0.2058599274356598,0.30217806
2013-05-06,0.32461398184767387,0.31425792
2013-05-07,0.3219029506786446,0.3195931
2013-05-08,0.3208615902121382,0.3205992
2013-05-09,0.32801450215758887,0.3215731
2013-05-10,0.32884819056101267,0.32190117
2013-05-13,0.3291387621182108,0.33266115
2013-05-14,0.32943038420127335,0.33151072
2013-05-15,0.34302813806853005,0.33222008
2013-05-16,0.34050822646441736,0.33375722
2013-05-17,0.3399324608627897,0.33635765
2013-05-20,0.3422005548435001,0.33315215
2013-05-21,0.3453859910786513,0.33875653
2013-05-22,0.3407964773538674,0.34157634
2013-05-23,0.34791806909870915,0.33343732
2013-05-24,0.35146059671142915,0.32640505
2013-05-27,0.340046220713511,0.32561803
2013-05-28,0.3318677615548159,0.29439646
2013-05-29,0.33272637329578403,0.28382286
2013-05-30,0.2906879633322279,0.27774078
2013-05-31,0.2902562829456028,0.27734733
2013-06-03,0.2814521558588605,0.27515778
2013-06-04,0.2826012113640527,0.2710801
2013-06-05,0.2801749340811387,0.26550266
2013-06-06,0.27513949071273747,0.2663721
2013-06-07,0.2689703129097819,0.26544318
2013-06-10,0.2716542894029953,0.26150623
2013-06-11,0.27050598996634034,0.23818657
2013-06-12,0.2652462275366343,0.23001823
2013-06-13,0.2319345906517233,0.17398629
2013-06-14,0.2362957796775473,0.1192895
2013-06-17,0.1052051990367546,0.10562658
2013-06-18,0.10524285768048777,0.10030039
2013-06-19,0.10513008938704319,0.09605527
2013-06-20,0.09340727726477877,0.0952688
2013-06-21,0.09470663747963157,0.098410085
2013-06-24,0.09246547132765381,0.09335743
2013-06-25,0.0998750279576302,0.08687269
2013-06-26,0.08088039641752359,0.08985604
2013-06-27,0.08278011389261658,0.095263965
2013-06-28,0.08955504593866304,0.10739
2013-07-01,0.0951782038269536,0.11110339
2013-07-02,0.11150845563312464,0.11158304
2013-07-03,0.11048123287696923,0.1083446
2013-07-04,0.11284159682678771,0.12491711
2013-07-05,0.1042898616447672,0.14470118
2013-07-08,0.13602394366082068,0.16458096
2013-07-09,0.15181363955158025,0.1712195
2013-07-10,0.1736305078274982,0.18051532
2013-07-11,0.1760397890791243,0.18296054
2013-07-12,0.1861735837651616,0.1806416
2013-07-15,0.18650428282534867,0.17612681
2013-07-16,0.1820602368855305,0.18121347
2013-07-17,0.1775163300463021,0.18354629
2013-07-18,0.1869459847603693,0.17864814
2013-07-19,0.18695672043185893,0.1750311
2013-07-22,0.178677237459583,0.17579949
2013-07-23,0.17775972756875488,0.17824173
2013-07-24,0.17905990779379102,0.1778557
2013-07-25,0.18196781431252598,0.19010526
2013-07-26,0.18007653134352966,0.19434384
2013-07-29,0.19779332063326768,0.19886954
2013-07-30,0.19922873765532126,0.23414421
2013-07-31,0.20320038357446898,0.24476334
2013-08-01,0.2555350240934554,0.24953417
2013-08-02,0.2541767163496954,0.2434353
2013-08-05,0.2539484191118515,0.24085908
2013-08-06,0.24585375567234305,0.23908079
2013-08-07,0.24469889905995754,0.24543151
2013-08-08,0.24283785831654744,0.24125683
2013-08-09,0.2514779471387678,0.23362353
2013-08-12,0.24483007980268315,0.2334686
2013-08-13,0.23491418873656864,0.22805922
2013-08-14,0.2382251836525854,0.22801375
2013-08-16,0.23015160338705423,0.20887668
2013-08-19,0.23239771356578523,0.19850679
2013-08-20,0.2022250376379703,0.18799591
2013-08-21,0.20320853857440316,0.20129248
2013-08-22,0.18444174195485516,0.20505676
2013-08-23,0.21298199904405538,0.21380666
2013-08-26,0.21044882451070965,0.22266111
2013-08-27,0.21950916192757255,0.22526729
2013-08-28,0.22922660224169336,0.21847144
2013-08-29,0.2301698265150958,0.23002271
2013-08-30,0.2190665505873636,0.23287873
2013-09-02,0.238333152709827,0.24557567
2013-09-03,0.23883247057515752,0.255577
2013-09-04,0.25271849283793213,0.26013502
2013-09-05,0.2636526617501346,0.25931937
2013-09-06,0.26658272056903,0.24322382
2013-09-09,0.26388465642529424,0.25946614
2013-09-10,0.24120819258402984,0.26123855
2013-09-11,0.2721580514430929,0.24205625
2013-09-12,0.2685441729692356,0.2309818
2013-09-13,0.23672534602443565,0.23685579
2013-09-16,0.2357072444888985,0.24055776
2013-09-17,0.2423925120868992,0.24162193
2013-09-18,0.24619143520981276,0.24183245
2013-09-19,0.24626309258363263,0.23168676
2013-09-20,0.24613408333835465,0.22626188
2013-09-23,0.23188473151669184,0.22728877
2013-09-24,0.22960277149142275,0.2243506
2013-09-25,0.23159168517000192,0.22261982
2013-09-26,0.22715425336772396,0.21935818
2013-09-27,0.22599386080646852,0.22181824
2013-09-30,0.22193045728606028,0.21344861
2013-10-01,0.22666676322320825,0.21436422
2013-10-03,0.21353340320606176,0.19048637
2013-10-04,0.2198459582508179,0.17397746
2013-10-07,0.17791278469917313,0.17252767
2013-10-08,0.17894267790013843,0.1603484
2013-10-09,0.1733393300188937,0.151969
2013-10-10,0.156402090884286,0.15220313
2013-10-11,0.1540395857119171,0.14528522
2013-10-14,0.15490961681954515,0.15068677
2013-10-15,0.14253890723544213,0.13864045
2013-10-16,0.15839017729873286,0.12183974
2013-10-17,0.1268829591035601,0.11596976
2013-10-18,0.11948029796586515,0.114245936
2013-10-21,0.11472446836590919,0.11909393
2013-10-22,0.11504266596303167,0.11513473
2013-10-23,0.12265375857009306,0.10891142
2013-10-24,0.10950902107303942,0.10395841
2013-10-25,0.1085995726449476,0.09983109
2013-10-28,0.09864010642153515,0.096222654
2013-10-29,0.09872236727751868,0.0931157
2013-10-30,0.0906434499279345,0.09095908
2013-10-31,0.09088649969222487,0.09041755
2013-11-01,0.08628162918230425,0.09506189
2013-11-04,0.08874170997027003,0.09734203
2013-11-05,0.09560388222346061,0.09549563
2013-11-06,0.09554630599362324,0.09785046
2013-11-07,0.09224709739078124,0.1006156
2013-11-08,0.09909107430250633,0.10287617
2013-11-11,0.0993966283313985,0.10116844
2013-11-12,0.10381457893438814,0.107007645
2013-11-13,0.09695534388041693,0.10567925
2013-11-14,0.11192068866857621,0.10034938
2013-11-15,0.09893754481159459,0.10339842
2013-11-18,0.0994032473870248,0.10551427
2013-11-19,0.10472262924981343,0.10234021
2013-11-20,0.10491641517711744,0.10301387
2013-11-21,0.09870341892408899,0.105213985
2013-11-22,0.1047716271344398,0.105116606
2013-11-25,0.10425882709910009,0.09885313
2013-11-26,0.10487429049004396,0.09308372
2013-11-27,0.08970006801092109,0.092499435
2013-11-28,0.0906755590220556,0.094013736
2013-11-29,0.0899019461881965,0.10139783
2013-12-02,0.09342317908348549,0.10023918
2013-12-03,0.10372670450234553,0.09808598
2013-12-04,0.0946193861436726,0.105316386
2013-12-05,0.09816859264050998,0.10861647
2013-12-06,0.1080256806914335,0.10867276
2013-12-09,0.1081779939575763,0.109058335
2013-12-10,0.10889218047825258,0.10707031
2013-12-11,0.10908782666820846,0.10450883
2013-12-12,0.10510231858535016,0.10624424
2013-12-13,0.10328215801406707,0.10447429
2013-12-16,0.10768577689740058,0.101966284
2013-12-17,0.10056479408307775,0.10209505
2013-12-18,0.10168450870965098,0.09850706
2013-12-19,0.10085286419298015,0.095470235
2013-12-20,0.09390805554390699,0.093434416
2013-12-23,0.09340501933718093,0.09852626
2013-12-24,0.0895831346739196,0.09455485
2013-12-26,0.10132374370852434,0.08600589
2013-12-27,0.0824288558407314,0.08305414
2013-12-30,0.07843452012006114,0.079074904
2013-12-31,0.07878915512806448,0.07525851
2014-01-01,0.06835388226169595,0.07393392
2014-01-02,0.06699424957149072,0.07107486
2014-01-03,0.06822270775628334,0.06781236
2014-01-06,0.05994465812767069,0.06517136
2014-01-07,0.057202298678244584,0.064936385
2014-01-08,0.056108955109529124,0.06893011
2014-01-09,0.05741079308085903,0.072199285
2014-01-10,0.0656458138537338,0.07314958
2014-01-13,0.06822638246227852,0.067887105
2014-01-14,0.06632520759393276,0.06329731
2014-01-15,0.05124855438836837,0.052749358
2014-01-16,0.05230027737972534,0.04125195
2014-01-17,0.024730255192002365,0.030452931
2014-01-20,0.008324095764368128,0.02651075
2014-01-21,0.0070534961403981855,0.025989711
2014-01-22,0.0058657062874583055,0.02786531
2014-01-23,0.005690302118059987,0.02897268
2014-01-24,0.013527016265370312,0.028005132
2014-01-27,0.01231018102536105,0.02558284
2014-01-28,0.003077646728507688,0.02755571
2014-01-29,0.0019463843997163388,0.030362964
2014-01-30,0.016237123580578605,0.03603223
2014-01-31,0.017548364323321464,0.037970774
2014-02-03,0.026249113372175725,0.039545484
2014-02-04,0.025902162344173363,0.03458997
2014-02-05,0.025997199391753212,0.031582687
2014-02-06,0.0058765398374737154,0.028927123
2014-02-07,0.012697564970328312,0.030458052
2014-02-10,0.012628558803501444,0.030485457
2014-02-11,0.013603276099780348,0.031866264
2014-02-12,0.013044219193182216,0.032569643
2014-02-13,0.017664289722499255,0.03383735
2014-02-14,0.017248213523656908,0.034097932
2014-02-17,0.018869523581661357,0.034742225
2014-02-18,0.018869523581661357,0.03431056
2014-02-19,0.019998110307749062,0.03136969
2014-02-20,0.017634390677888134,0.027431786
2014-02-21,0.006744776760721133,0.024562664
2014-02-24,0.0018942616436982695,0.024212925
2014-02-25,0.00329257438209149,0.023901828
2014-02-26,0.004524209476651941,0.023193732
2014-02-27,0.0011759572327511292,0.022473965
2014-02-28,0.0,0.033126943
2014-03-03,0.0006435328751822067,0.043183416
2014-03-04,0.03125763112927765,0.04987908
2014-03-05,0.041255725423233164,0.048690915
2014-03-06,0.04121808881442915,0.09674303
2014-03-07,0.03260653202298827,0.11791007
2014-03-10,0.12345584763316778,0.14394619
2014-03-11,0.12507864650304365,0.15167141
2014-03-12,0.15494553009208697,0.15443885
2014-03-13,0.15596488250427912,0.16244502
2014-03-14,0.1573013728727122,0.16536312
2014-03-17,0.1681926661997474,0.16586933
2014-03-18,0.16842636962089377,0.17229731
2014-03-19,0.1685496871285904,0.1739202
2014-03-20,0.1777454427852099,0.17573944
2014-03-21,0.17675107851441466,0.17680478
2014-03-24,0.1794313147769078,0.1848143
2014-03-25,0.17970548461809657,0.18902528
2014-03-26,0.19078377384070802,0.19297843
2014-03-27,0.19344685830140315,0.20002422
2014-03-28,0.1971818296624457,0.20148759
2014-03-31,0.20550133613336577,0.20170899
2014-04-01,0.2052272222719498,0.20133798
2014-04-02,0.20487828054441024,0.20146403
2014-04-03,0.2044880369467487,0.20155779
2014-04-04,0.20481916525936186,0.20154
2014-04-07,0.2048425275270688,0.20244253
2014-04-08,0.20479318751563022,0.20269875
2014-04-09,0.20608811099309013,0.20395355
2014-04-10,0.20602339004558132,0.20384833
2014-04-11,0.20774374028926637,0.19573364
2014-04-14,0.20703858495433156,0.19186008
2014-04-15,0.1950239240258669,0.19672355
2014-04-16,0.1954072481848668,0.20061836
2014-04-17,0.20154982172443828,0.16837166
2014-04-21,0.20513982630848807,0.13793002
2014-04-22,0.14024323241081985,0.12631457
2014-04-23,0.13819750729309685,0.11658118
2014-04-25,0.1186132562869184,0.11592344
